,artist,genres_spotify,genres_ra,main_genres,top3_genres,genre
19285,Lady Lamb the Beekeeper,"['chamber pop', 'deep new americana', 'indie folk', 'indie singer-songwriter', 'preverb', 'stomp and holler']",None,,,
19286,Liguriani,None,None,,,
19287,Josh Groban,"['operatic pop', 'pop christmas']","{'latin', 'rap', 'ska', 'tone'}",,,
19288,Andrea Oswald,None,None,,,
19289,Carlo Lorenzi,None,None,,,
19290,Queenz of Piano,None,None,,,
19291,Mariane Racine,None,None,,,
19292,Tav Falco & Panther Burns,None,None,,,
19293,Chet Faker,"['australian alternative rock', 'downtempo', 'indie r&b', 'tropical house']","{'emo', 'soul', 'downtempo', 'rap', 'trip hop', 'tone'}",,,
19294,The Babies,"['freak folk', 'garage pop', 'garage psych', 'indie garage rock', 'indie punk', 'lo-fi', 'neo-psychedelic', 'noise pop', 'noise rock', 'nu gaze', 'preverb']",None,,,
19295,Solar Bears,"['chillwave', 'fluxwork']",None,,,
19296,DJs I Am The Cosmos,None,None,,,
19297,Martina Brodbeck,None,None,,,
19298,Aurelia Shimkus,None,None,,,
19299,Nathalie Wappler,None,None,,,
19300,Elin Kolev,None,None,,,
19301,Toby,"['contemporary country', 'country', 'country christmas', 'country road', 'pop christmas']",None,,,
19302,Arstidir,['icelandic pop'],None,,,
19303,Tim McMillan & Friends,None,None,,,
19304,Nduduzo Makhathini,['south african jazz'],None,,,
19305,Severin Suter,None,None,,,
19306,Inventions Mater,None,None,,,
19307,Cathy van Eck,None,None,,,
19308,Mörglbl,"['deep jazz fusion', 'jazz metal']",None,,,
19309,Felix Pachlatko,None,None,,,
19310,Witxes,None,None,,,
19311,Jen Reimer & Max Stein,None,None,,,
19312,AN,"['alternative emo', 'anthem emo', 'metalcore', 'pixie', 'progressive post-hardcore', 'screamo']","{'latin', 'rap', 'ska'}",,,
19313,Wis,None,None,,,
19314,I AM,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'tropical house']","{'rai', 'son', 'latin', 'rap', 'soul', 'edm', 'tone'}",,,
19315,Jessie J.,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'viral pop']",None,,,
19316,Kyla la Grange,"['indie folk', 'metropopolis', 'shimmer pop', 'tropical house']",None,,,
19317,Frank Turner and The Sleeping Souls,None,None,,,
19318,American Authors,"['brooklyn indie', 'folk-pop', 'neo mellow', 'pop', 'pop rock']","{'rock', 'rap', 'rai', 'americana'}",,,
19319,Marteria,"['deep german hip hop', 'deep german pop rock', 'german hip hop', 'german pop', 'reggae fusion']","{'reggae', 'rap', 'ska', 'latin'}",,,
19320,Blacklist Royals,"['alternative roots rock', 'orgcore']",None,,,
19321,New World Sound,"['big room', 'deep big room', 'edm', 'electro house', 'melbourne bounce', 'progressive electro house']","{'electro', 'emo', 'son', 'house', 'rap', 'rock', 'world', 'ska', 'tone'}",,,
19322,Martin Mallaun,None,None,,,
19323,Delta Groove All-Star Band,None,None,,,
19324,Sugaray Rayford Band,None,None,,,
19325,Sugar Ray Norcia & Friends - Intimate Program,None,None,,,
19326,Tom the Lion,None,None,,,
19327,Bonobo,"['downtempo', 'electronic', 'indie r&b', 'indietronica', 'ninja', 'nu jazz', 'trip hop', 'tropical house']","{'tropical', 'rap', 'ska', 'rai', 'son'}",,,
19328,Emanuel Schmidlin,None,None,,,
19329,Bela Csontos,None,{'son'},,,
19330,Leitung und Moderation: Daniel Moos,None,None,,,
19331,René Edmond Lutz,None,None,,,
19332,Reiny Schnyder,None,None,,,
19333,Cla Nett,None,None,,,
19334,H.P. Brack,None,None,,,
19335,Cello Rüegg,None,None,,,
19336,Oquestrada,"['fado', 'portuguese rock']",None,,,
19337,Bizarre Ride II The Pharcyde,None,None,,,
19338,La Yegros,"['chamame', 'nu-cumbia']","{'cumbia', 'rap'}",,,
19339,Sammy Battle,None,None,,,
19340,Gerhard Schulz,None,None,,,
19341,works by Matthias Mueller,None,None,,,
19342,Seekae,"['ambient idm', 'deep australian indie']",None,,,
19343,Theo Verney,None,None,,,
19344,The Beards,['comic'],None,,,
19345,Ryley Walker,"['alternative country', 'british folk', 'chamber pop', 'chamber psych', 'freak folk', 'garage psych', 'new americana', 'preverb', 'singer-songwriter', 'slow core']",None,,,
19346,Marvin Sewell,None,None,,,
19347,Grazzhoppa,None,None,,,
19348,Patrick Dorcean,None,None,,,
19349,Oswaldovi & Andrea Rottin,None,None,,,
19350,Julinko,None,None,,,
19351,Ceferino Marino Chamoux,None,None,,,
19352,Susanne Lang,None,None,,,
19353,Yulia Draginda,None,None,,,
19354,Robert Teutsch,None,None,,,
19355,Ugnius Diinas,None,None,,,
19356,Ugne Peistaraite,None,{'rai'},,,
19357,Robertas Sidiskis,None,None,,,
19358,Café Mondial,None,None,,,
19359,Dorothea Galli,None,None,,,
19360,Alexander Gurning,None,None,,,
19361,Gilad Katznelson,None,{'son'},,,
19362,Dmitry Belosselsky,None,None,,,
19363,Neil Young & Crazy Horse,None,None,,,
19364,Phoenix,"['alternative dance', 'indie pop', 'indie rock', 'indietronica', 'new rave', 'synthpop']","{'rap', 'son'}",,,
19365,Lou Doillon,"['chanson', 'french indie pop']","{'rock', 'chanson', 'rap', 'ska', 'son'}",,,
19366,Palma Violets,"['alt-indie rock', 'garage rock', 'indie rock', 'shiver pop']","{'rock', 'garage rock', 'disco', 'rap'}",,,
19367,Mermonte,['french indie pop'],None,,,
19368,Lisa Milne,None,None,,,
19369,Lilli Paasikivi,None,None,,,
19370,Marco Jentzsch,None,None,,,
19371,Elvis Costello & The Imposters,None,None,,,
19372,Josh Kumra,None,None,,,
19373,Jane Birkin,"['cabaret', 'chanson']","{'pop', 'chanson', 'rap', 'ska', 'son'}",,,
19374,Mija Läuchli,None,None,,,
19375,Joel Bardolet Vilaró,None,None,,,
19376,Catarina Isabel Santos Jesus Castro,None,None,,,
19377,Polina Skryabina,None,None,,,
19378,Dirty Honkers,"['electro swing', 'nu jazz']",None,,,
19379,Au Comptoir des Histoires,None,None,,,
19380,Black Uhuru,"['dancehall', 'dub', 'lovers rock', 'reggae', 'reggae fusion', 'rock steady', 'roots reggae']","{'son', 'raï', 'reggae', 'rap', 'ska', 'tone'}",,,
19381,Goayandi,None,None,,,
19382,Parabellum,"['basque rock', 'spanish punk']","{'rap', 'rai'}",,,
19383,The Geek X Vrv,['vapor twitch'],None,,,
19384,Enzo Siffredi,['deep euro house'],None,,,
19385,Martin Jamar,None,None,,,
19386,Feed Me,"['bass trap', 'brostep', 'catstep', 'chillstep', 'complextro', 'edm', 'electro house', 'electronic trap', 'filthstep', 'moombahton', 'zapstep']","{'dubstep', 'electro house', 'electro', 'drum and bass', 'house', 'step', 'rap', 'dub'}",,,
19387,Savant,"['brostep', 'catstep', 'chillstep', 'complextro', 'deep chiptune', 'edm', 'electro house', 'filthstep', 'tracestep', 'zapstep']","{'rap', 'ska'}",,,
19388,Vandal,None,{'rap'},,,
19389,The Bloody Beetroots,"['alternative dance', 'complextro', 'edm', 'electro house', 'electronic', 'fidget house', 'filter house', 'new rave']","{'rock', 'punk', 'rap', 'ska', 'son'}",,,
19390,Puppetmastaz,"['french reggae', 'german hip hop']","{'rap', 'son'}",,,
19391,Sidilarsen,['neo metal'],"{'electro', 'nu metal', 'punk', 'metal', 'rap', 'rock', 'techno'}",,,
19392,Stella Doufexis,None,None,,,
19393,Ivan Pochekin,None,None,,,
19394,Stacie Collins & Band,None,None,,,
19395,Fast Eddy's Blue Band,None,None,,,
19396,Konstantin Vardeli,None,None,,,
19397,Lea Lu,['swiss rock'],None,,,
19398,Alex Brügger,None,None,,,
19399,Claudia Asti,None,None,,,
19400,Marco Steinacher,None,None,,,
19401,Dimitri Vanhecke,None,None,,,
19402,Roman Strub,None,None,,,
19403,support: Isaiah Rashad,None,None,,,
19404,Ming,['experimental dubstep'],"{'rap', 'son'}",,,
19405,Ken Peplowski Trio & Ehud Asherie,None,None,,,
19406,Liz Green,None,"{'blues', 'folk', 'rap', 'son'}",,,
19407,Guillaume Terrail,None,{'rai'},,,
19408,Leila Kramis,None,None,,,
19409,Angelo Acocello,None,None,,,
19410,Oliver Magistra,None,None,,,
19411,Pestilence,"['black thrash', 'brutal death metal', 'crossover thrash', 'death metal', 'deathgrind', 'doom metal', 'goregrind', 'grindcore', 'groove metal', 'jazz metal', 'metal', 'speed metal', 'technical death metal', 'thrash metal']","{'metal', 'death metal', 'rap'}",,,
19412,Seth,None,"{'emo', 'rai', 'son', 'jit', 'african', 'pop', 'rap', 'ska'}",,,
19413,Ancient Ascendant,None,None,,,
19414,Quinteto Dona Zaíra,None,None,,,
19415,Le Grand Bateau,None,None,,,
19416,Bondaa & Rootfire,None,None,,,
19417,support: Jesca Hoop,None,None,,,
19418,Toini,None,None,,,
19419,Six60,"['kiwi rock', 'polynesian pop']",None,,,
19420,Tank 86,None,None,,,
19421,Pendejo,None,None,,,
19422,The Guilt,None,None,,,
19423,I Heart Sharks,['german indie'],None,,,
19424,Kat Vinter,['indie poptimism'],None,,,
19425,Sudden Infant Voodoo Rhythm,None,None,,,
19426,Chris Galarreta,None,None,,,
19427,Georgia Ann Muldrow,None,None,,,
19428,Dudley Perkins,None,"{'rap', 'tone'}",,,
19429,Exco Levi,['riddim'],None,,,
19430,The Madcaps,['austropop'],None,,,
19431,Yaara Tal,None,None,,,
19432,Andreas Groethuysen,None,None,,,
19433,Alexander Zeiher,None,None,,,
19434,Tomá Hájek,None,None,,,
19435,Makoto Sudo,None,None,,,
19436,Luká Pospíil,None,None,,,
19437,Roman Rabinovich,None,None,,,
19438,Dominik Bernhard,None,None,,,
19439,Duo Fantasy,None,None,,,
19440,As Animals,"['alternative metal', 'djent', 'jazz metal', 'progressive metal']",None,,,
19441,Jabberwocky,"['french indie pop', 'french indietronica', 'tropical house']",{'rap'},,,
19442,Rolando Villazón,"['classical performance', 'opera', 'orchestral']","{'rap', 'ska', 'son'}",,,
19443,Anthony Gregory,None,None,,,
19444,Camerata Vocale Daejeon,None,None,,,
19445,Juan Sancho,None,None,,,
19446,Hilko Dumno,None,None,,,
19447,Hedayet Djeddikar,None,None,,,
19448,Jerusalem Quartet,"['classical performance', 'classical piano', 'deep string quartet', 'string quartet', 'violin']",None,,,
19449,Nobuko Imai,None,"{'rap', 'ska'}",,,
19450,Miklós Perény,None,None,,,
19451,40+,"['crunk', 'dirty south rap', 'dwn trap', 'gangster rap', 'hip hop', 'hyphy', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'west coast rap']",None,,,
19452,Dorothea Lorene,None,None,,,
19453,Christ Muzik,None,None,,,
19454,Javier Gomez,None,"{'rap', 'son'}",,,
19455,Milena Bendáková,None,None,,,
19456,Dominik Flaig,None,None,,,
19457,Urs Nüssli,None,None,,,
19458,Ganesh Geymeyer,None,None,,,
19459,Pulcinella,None,{'rap'},,,
19460,Jeff Scott Soto & Terry Ilous,None,None,,,
19461,Emila Taubic,None,None,,,
19462,Regula Stibi,None,None,,,
19463,Ex Hex,"['garage psych', 'indie punk', 'noise pop', 'riot grrrl']",None,,,
19464,Danny Briant,None,None,,,
19465,Works by Jean-Sélim Abdelmoula,None,None,,,
19466,Kenija Sidorova,None,None,,,
19467,Neck Deep,"['alternative emo', 'anthem emo', 'emo', 'pixie', 'pop punk', 'screamo']",None,,,
19468,Creeper,None,{'rap'},,,
19469,Roderick Williams,['choral'],None,,,
19470,Riyad Nicolas,None,None,,,
19471,Ivan Denes Velarde,None,None,,,
19472,Roberto Francomano,None,None,,,
19473,Roland Senft,None,None,,,
19474,Daniel db Weber,None,None,,,
19475,Svper,None,None,,,
19476,Hans Ueli Schlaepfer,None,None,,,
19477,Pascal Graf,None,None,,,
19478,Erik Truffaz Quartet,None,None,,,
19479,Mark Guiliana Jazz Quartet,None,None,,,
19480,Erik Truffaz,"['contemporary jazz', 'dark jazz', 'fourth world', 'indie jazz', 'nu jazz']","{'electro', 'drum and bass', 'house', 'son', 'rap', 'nu jazz', 'rock', 'world', 'ska', 'jazz'}",,,
19481,Marcello Giuliani,None,None,,,
19482,Benoît Corboz,None,"{'rap', 'jazz', 'son'}",,,
19483,Dani Wilde & Band,None,None,,,
19484,Crispin Robinson,None,{'son'},,,
19485,Robert Mitchell,['deep jazz piano'],None,,,
19486,Maria Julia,None,None,,,
19487,Tom Mason,"['country christmas', 'neo honky tonk']","{'rap', 'ska', 'son'}",,,
19488,King Charles,"['folk-pop', 'indie folk', 'shimmer pop', 'stomp and holler']",{'rap'},,,
19489,Victor Julien-Laferrière,None,None,,,
19490,Daniel Kharitonov,None,None,,,
19491,Seyoung Park,None,None,,,
19492,Juan Diego Floréz,"['deep opera', 'opera', 'operatic pop']",None,,,
19493,Vincenzo Scalera,None,None,,,
19494,Genevieve Camenisch,None,None,,,
19495,Owls By Nature,None,None,,,
19496,Mr. Big,"['album rock', 'glam metal', 'hard rock', 'rock']","{'rock', 'rap', 'ska', 'hard rock'}",,,
19497,Caribou,"['alternative dance', 'chamber pop', 'chillwave', 'dance-punk', 'dream pop', 'electronic', 'freak folk', 'indie folk', 'indie pop', 'indie r&b', 'indie rock', 'indietronica', 'microhouse', 'neo-psychedelic', 'new rave', 'synthpop', 'trip hop', 'tropical house']","{'pop', 'rap', 'ska', 'son'}",,,
19498,Jessy Lanza,"['alternative dance', 'bass music', 'chamber psych', 'chillwave', 'deep indie r&b', 'escape room', 'fluxwork', 'indie r&b', 'indietronica', 'microhouse', 'new rave']","{'pop', 'rap', 'dub', 'jazz'}",,,
19499,Skillet,"['alternative metal', 'christian alternative rock', 'christian music', 'christian rock', 'nu metal', 'pop punk', 'post-grunge']","{'electro', 'nu metal', 'grunge', 'son', 'metal', 'post-grunge', 'rap', 'hard rock', 'rock', 'ska'}",,,
19500,Martin Kohlstedt,None,None,,,
19501,John Scofield Trio feat. Steve Swallow & Bill Stewart,None,None,,,
19502,Tomasz Herbut,None,None,,,
19503,Ludowic Bource,None,None,,,
19504,Jost Käslin,None,None,,,
19505,Susana Prieto,None,None,,,
19506,Alexis Muzurakis,None,None,,,
19507,Catherine MacLellan,"['ectofolk', 'lilith']","{'folk', 'rap', 'son'}",,,
19508,Counterfeit,"['gabba', 'hardcore techno', 'pixie']",None,,,
19509,Tigercub,['alt-indie rock'],None,,,
19510,Gilberto Gil,"['bossa nova', 'forro', 'mpb', 'pagode', 'samba', 'world christmas']","{'tropical', 'samba', 'rai', 'son', 'reggae', 'rap', 'ska', 'bossa nova', 'jazz'}",,,
19511,Sezen Aksu,"['turkish jazz', 'turkish pop', 'turkish rock']","{'pop', 'rap', 'ska'}",,,
19512,Sassja,None,None,,,
19513,Chico Amaral,None,None,,,
19514,Lincoln Cheib,None,None,,,
19515,Bazar Blå,"['folkmusik', 'nordic folk']",None,,,
19516,Johan Hedin,"['folkmusik', 'nordic folk']",None,,,
19517,Fredrik Gille,None,None,,,
19518,Jakob,['alternative country'],None,,,
19519,Mama Jefferson,None,{'son'},,,
19520,Silvan Gerhard,None,None,,,
19521,RA the Rugged Man,"['alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'underground rap']",None,,,
19522,Kimya Dawson,"['anti-folk', 'folk punk', 'indie folk']","{'anti-folk', 'son', 'lo-fi', 'folk', 'rap', 'ska'}",,,
19523,Little Wings,"['anti-folk', 'freak folk', 'indie folk', 'lo-fi', 'new weird america', 'slow core']",None,,,
19524,Your Heart Breaks,['folk punk'],None,,,
19525,DJ Tommy,None,None,,,
19526,Antonio Giordano,None,None,,,
19527,Annette Unternährer-Gfeller,None,None,,,
19528,René Vögeli,None,None,,,
19529,feat. Susanne Portmann,None,None,,,
19530,Martin Jufer,None,None,,,
19531,Chucho Valdes Quintet,None,None,,,
19532,Clemence Tilquin,None,None,,,
19533,Andras Szalai,None,None,,,
19534,Old Kitchen Rockers,None,None,,,
19535,Mezzoforte,"['icelandic pop', 'jazz funk', 'jazz fusion', 'smooth jazz']",None,,,
19536,Tyler Ward,"['channel pop', 'classify', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']","{'rock', 'rap', 'ska', 'singer-songwriter', 'son'}",,,
19537,Feuerengel,None,None,,,
19538,Albert & Andrea Adams Frey,None,None,,,
19539,Alessandro Cipriano,None,None,,,
19540,Nancy Lee,['brill building pop'],None,,,
19541,Fabienne Marzena Skarpetowski,None,None,,,
19542,Susanne Wiesner,None,None,,,
19543,Pixies,"['alternative rock', 'blues-rock', 'boston rock', 'classic rock', 'dance rock', 'dance-punk', 'funk rock', 'garage rock', 'indie pop', 'indie rock', 'lo-fi', 'neo-psychedelic', 'new wave', 'noise pop', 'permanent wave', 'pop rock', 'rock']","{'hardcore', 'noise pop', 'country', 'son', 'punk', 'punk rock', 'metal', 'heavy metal', 'country rock', 'chanson', 'pop', 'folk', 'rap', 'noise', 'rock', 'surf music', 'ska', 'tone'}",,,
19544,Cathryn Lehman,None,None,,,
19545,Buster Willams,None,None,,,
19546,Bruce Williams,None,None,,,
19547,Eric Scott Reed,None,None,,,
19548,Timo Gross Band,None,None,,,
19549,Unifour,None,None,,,
19550,Bob Franceschini,None,"{'latin jazz', 'latin', 'rap', 'jazz'}",,,
19551,Adam Nussbaum,None,None,,,
19552,Raphael Anker,None,None,,,
19553,John Menoud,None,None,,,
19554,Alexandre Rodrigues,None,None,,,
19555,Cyril Moulas,None,None,,,
19556,Luc Detraz,None,None,,,
19557,The Seer,None,None,,,
19558,Beoga,"['celtic', 'irish folk']",{'rap'},,,
19559,Matt Andersen,None,None,,,
19560,Mass Centi,None,None,,,
19561,Gabrila Mendes,None,None,,,
19562,Rudi Hayden,None,None,,,
19563,Max Romeo,"['dancehall', 'dub', 'lovers rock', 'reggae', 'reggae fusion', 'rock steady', 'roots reggae', 'ska']","{'son', 'raï', 'reggae', 'rap', 'rock', 'ska', 'roots reggae'}",,,
19564,Ruth Marty,None,None,,,
19565,Tony Artho,None,None,,,
19566,Marcel Hässig,None,None,,,
19567,Kofelgschroa,None,None,,,
19568,Deafheaven,"['atmospheric black metal', 'avantgarde metal', 'blackgaze', 'chaotic hardcore', 'mathcore', 'post rock', 'post-doom metal', 'post-metal', 'usbm']","{'black metal', 'metal', 'post-metal', 'rap', 'noise rock', 'grindcore', 'noise', 'rock', 'post-rock', 'shoegaze'}",,,
19569,Sookee,None,None,,,
19570,Abfukk,None,None,,,
19571,Kaput Krauts,"['deep german punk', 'german punk']",None,,,
19572,Todeskommando Atomsturm,['german punk'],None,,,
19573,Elektro Slam Poetry mit Beatpoeten,None,None,,,
19574,The Jimmy Miller Incident,None,None,,,
19575,Natural Born Spitters,None,None,,,
19576,Lucretia Dalt,None,None,,,
19577,DJs Hübi M.,None,None,,,
19578,Greedy,None,"{'rap', 'rai', 'son'}",,,
19579,Hübi T.,None,None,,,
19580,Julian,"['dance-punk', 'garage rock', 'indie christmas', 'indie pop', 'indie rock']","{'rap', 'son'}",,,
19581,Alice Russell,"['acid jazz', 'afrobeat', 'deep funk', 'electro swing', 'funk', 'neo soul', 'nu jazz', 'soul', 'trip hop']","{'electro', 'son', 'gospel', 'blue-eyed soul', 'folk', 'soul', 'rap', 'funk', 'tone', 'jazz'}",,,
19582,Viola Wilmsen,None,None,,,
19583,Yannick Frateur,None,None,,,
19584,Andreas Scheidegger,None,None,,,
19585,Mike Goetz feat. Sandy Patton,None,None,,,
19586,Heal the World,None,"{'emo', 'rai', 'son', 'chanson', 'pop', 'latin', 'rap', 'ska'}",,,
19587,Walk the Plank,['alternative hardcore'],None,,,
19588,works by Marianne Schuppe,None,None,,,
19589,Marsimoto,None,None,,,
19590,The Manhattan Transfer,"['a cappella', 'adult standards', 'cabaret', 'christmas', 'jazz christmas', 'lounge', 'smooth jazz', 'vocal jazz']","{'smooth jazz', 'son', 'cabaret', 'doo-wop', 'pop', 'latin', 'rap', 'ska', 'jazz'}",,,
19591,Art Garfunkel,"['adult standards', 'brill building pop', 'christmas', 'folk', 'folk christmas', 'folk rock', 'mellow gold', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']","{'son', 'pop', 'folk', 'rap', 'ska', 'rock', 'world', 'funk'}",,,
19592,Oliver Lake,"['avant-garde jazz', 'free improvisation', 'free jazz']",None,,,
19593,William Parker,"['avant-garde jazz', 'free improvisation', 'free jazz']","{'free jazz', 'rap', 'jazz', 'son'}",,,
19594,Jantos Holding: Jonas Winterhalter,None,None,,,
19595,Lucas Wirz,None,None,,,
19596,Johnny Osbourne & Omar Perry,None,None,,,
19597,Ingrid Schmanke,None,None,,,
19598,Eva Wyss-Simmen,None,None,,,
19599,Fabio Di Casola,None,None,,,
19600,Lee Santana,None,None,,,
19601,Talilema,None,None,,,
19602,Mike Silver,None,None,,,
19603,US Bombs,"['hardcore punk', 'melodic hardcore', 'oi', 'punk', 'ska punk', 'skate punk']","{'hardcore', 'punk', 'punk rock', 'rap', 'rock', 'ska'}",,,
19604,Thomas Flückiger,None,None,,,
19605,Sammy Arturi,None,None,,,
19606,Thomas Lutz,None,None,,,
19607,Urna,['funeral doom'],"{'pop', 'rap', 'rai', 'noise', 'son'}",,,
19608,Karl-Andreas Kolli,None,None,,,
19609,Barbara Fuchs,None,None,,,
19610,Barbara Schröder-Gujon,None,None,,,
19611,Banu Gibson,"['deep vocal jazz', 'jazz christmas']",{'son'},,,
19612,Dan Block,None,None,,,
19613,David Sager,None,None,,,
19614,David Boeddinghaus,None,None,,,
19615,Mariza,"['fado', 'portuguese rock']","{'flamenco', 'world', 'rap', 'ska', 'fado'}",,,
19616,Jose Neto,None,None,,,
19617,Pedro Joia,None,None,,,
19618,Nando Araujo,None,None,,,
19619,Vicky Marques,None,None,,,
19620,Jjuu Jjuu,None,None,,,
19621,Touché Amoré,"['alternative emo', 'anthem emo', 'chaotic hardcore', 'emo', 'indie punk', 'melodic hardcore', 'pop punk', 'post-hardcore', 'progressive post-hardcore', 'screamo']","{'rock', 'punk', 'rap', 'hardcore', 'post-hardcore'}",,,
19622,Self Defense Family,"['alternative emo', 'chaotic hardcore', 'indie punk', 'post-hardcore']",None,,,
19623,Dad Punchers,['alternative emo'],None,,,
19624,Milana Chernyavska,None,{'ska'},,,
19625,Sharon Corr,['bow pop'],"{'rock', 'rap', 'ska'}",,,
19626,Gianluca Calise,None,None,,,
19627,Pierina Däppen,None,None,,,
19628,Alvin Devonas,None,None,,,
19629,Artlu Bubble & The Dead Animal Gang,None,None,,,
19630,Lloyd Cole,"['britpop', 'dance rock', 'madchester', 'new romantic', 'new wave', 'new wave pop', 'uk post-punk']","{'rock', 'rap', 'ska', 'son'}",,,
19631,T-Zon,['deep german pop rock'],None,,,
19632,Kris Bowers,['indie jazz'],None,,,
19633,Nick Croes,None,None,,,
19634,Alex Bonfanti,None,None,,,
19635,Jamie Peet,None,None,,,
19636,Antoine Francoise,None,None,,,
19637,Pierre Audétat,None,"{'rap', 'jazz', 'son'}",,,
19638,Mare Nostrum II,None,None,,,
19639,Emilio Guim,None,None,,,
19640,The Tiger Lillies,"['cabaret', 'dark cabaret', 'steampunk']","{'rai', 'son', 'cabaret', 'rap', 'ska', 'drill'}",,,
19641,The Oscilation,None,None,,,
19642,Son Little,"['funk', 'modern blues', 'soul']","{'blues', 'rai', 'son', 'gospel', 'folk', 'soul', 'rap', 'rock'}",,,
19643,Jeremih,"['dance pop', 'dwn trap', 'pop', 'pop christmas', 'pop rap', 'r&b', 'rap', 'trap music']","{'pop', 'rap', 'ska', 'son'}",,,
19644,Rabih Lahoud,None,None,,,
19645,Marcus Rust,None,None,,,
19646,Clemens Pötzsc,None,None,,,
19647,Demian Kappenstein,None,None,,,
19648,G. Rag & Zelig Implosion,None,None,,,
19649,Turbo Niglo Trio,None,None,,,
19650,Ivana Gavri,None,None,,,
19651,Lorenz Moser,None,None,,,
19652,Martin Irmann,None,None,,,
19653,Pascal Ammann,None,None,,,
19654,Lukas Kuprecht,None,None,,,
19655,Inquisition,"['atmospheric black metal', 'avantgarde metal', 'black death', 'black metal', 'black thrash', 'brutal death metal', 'chaotic black metal', 'dark black metal', 'death metal', 'deathgrind', 'doom metal', 'grindcore', 'heavy christmas', 'metal', 'pagan black metal', 'post-doom metal', 'post-metal', 'symphonic black metal', 'technical death metal', 'thrash metal', 'usbm', 'viking metal', 'voidgaze']","{'emo', 'rai', 'son', 'latin', 'rap', 'ska'}",,,
19656,Alex Clare,['pop'],"{'dubstep', 'drum and bass', 'son', 'step', 'rap', 'soul', 'rock', 'dub'}",,,
19657,Nijolé Abaryté,None,None,,,
19658,Berthold Seliger,None,None,,,
19659,Etana,"['dancehall', 'lovers rock', 'reggae fusion', 'roots reggae']","{'rap', 'ska', 'banda', 'son'}",,,
19660,Michael Rose,"['dancehall', 'dub', 'lovers rock', 'reggae', 'roots reggae']","{'reggae', 'rap', 'ska', 'dub', 'son'}",,,
19661,Vinz Glanzmann,None,None,,,
19662,Jan Payer,None,None,,,
19663,Hamburger Blues Band,None,None,,,
19664,Pop 1280,['grave wave'],None,,,
19665,Nige Bray,None,None,,,
19666,Satori,['deep melodic euro house'],"{'ska', 'rap', 'enka', 'son'}",,,
19667,Alejandro Panetta,None,None,,,
19668,Dudettes,None,None,,,
19669,Emiliana Torrini,"['icelandic pop', 'trip hop']","{'son', 'chanson', 'pop', 'folk', 'rap', 'trip hop', 'rock', 'ska'}",,,
19670,Beyond Creation,"['brutal death metal', 'canadian metal', 'death metal', 'deathgrind', 'djent', 'jazz metal', 'technical brutal death metal', 'technical death metal']",None,,,
19671,Rivers Of Nihil,"['brutal death metal', 'death core', 'deathgrind', 'technical death metal']",None,,,
19672,Lucas Marsand,None,None,,,
19673,Stefanie Burgener,None,None,,,
19674,Angel Olsen,"['alternative rock', 'anti-folk', 'art rock', 'chamber pop', 'chamber psych', 'dream pop', 'escape room', 'folk-pop', 'freak folk', 'garage psych', 'indie folk', 'indie pop', 'indie r&b', 'indie rock', 'indietronica', 'lo-fi', 'neo-psychedelic', 'noise pop', 'preverb', 'shimmer pop', 'singer-songwriter', 'slow core', 'stomp and holler']","{'rock', 'folk', 'rap', 'country'}",,,
19675,Kissin Dynamite,['sleaze rock'],None,,,
19676,Martin Dahanukar New Quartet,None,None,,,
19677,Rob Mazurek,None,None,,,
19678,Guilherme Granado,None,None,,,
19679,Mauricio Takara,None,None,,,
19680,Fooks Nihil,None,None,,,
19681,Claude Deppa,None,None,,,
19682,Tobias Delius,None,None,,,
19683,Daniel Guggenheim,None,"{'rap', 'ska', 'techno', 'son'}",,,
19684,Allen Jacobson,None,{'son'},,,
19685,Christopher Dell,None,None,,,
19686,Makaya Ntshoko,['south african jazz'],None,,,
19687,Nils Petter Molvær,"['contemporary jazz', 'dark jazz', 'fourth world', 'indie jazz', 'nu jazz', 'swedish jazz']","{'rock', 'rap', 'nu jazz', 'techno', 'jazz'}",,,
19688,Geir Sundstol,None,None,,,
19689,Jo Berger Myhre,None,None,,,
19690,Erland Dahlen,None,None,,,
19691,Whitney,"['dance pop', 'europop', 'hip pop', 'pop', 'pop christmas', 'quiet storm', 'r&b', 'soul', 'soul christmas', 'urban contemporary']","{'rap', 'ska'}",,,
19692,Julia Jacklin,"['australian alternative rock', 'chamber pop', 'chamber psych', 'deep australian indie']",None,,,
19693,All Your Sisters,['grave wave'],None,,,
19694,Max Loderbauer,['mandible'],None,,,
19695,Jan Blomqvist & Band,None,None,,,
19696,Elina Garanca,['opera'],"{'rap', 'ska', 'tone', 'son'}",,,
19697,Rosario Conte,None,None,,,
19698,Oskar Boldre,None,{'ska'},,,
19699,Chasper-Curo Mani,None,None,,,
19700,Susanne Frei,None,None,,,
19701,Bettina Messerschmidt,None,None,,,
19702,Marie-Louise Dähler,None,None,,,
19703,Elena Bakanova,None,None,,,
19704,Michael Gniffke,None,None,,,
19705,Manfred Blassmann,None,None,,,
