	[]
Sinisa Tamamovic	['techno', 'rap', 'house music', 'techno', 'techno', 'house music', 'disco', 'techno', 'techno']
Skaos	['euroska', 'ska', 'ska', 'euroska', 'ska', 'ska', 'euroska', 'ska', 'ska']
Soleyu	[]
Sonabz	[]
Sonny Catanese b2b Lucas Ramirez	[]
Soulfooled  Geneva	[]
Special Guest	[]
Spectron	[]
Squep	['techno', 'techno', 'house music', 'house music']
Steffen Flum	[]
Sternenwanderer	[]
Steven Wallace	[]
Stil vor Talent	[]
Strictly Rhythm  Zurich	[]
Stuart Hawkins	[]
SuCré SaLé	[]
Subban	[]
Substance	['techno', 'techno', 'techno']
Suffix visuals	[]
Sven Schaller	['techno', 'techno']
TAG	['breakbeat', 'rap', 'techno', 'techno', 'disco', 'breakbeat', 'breakbeat']
THEX	[]
TOM BLAKE	[]
TROMBETA	[]
TUBA	['brass ensemble', 'classical christmas', 'brass ensemble', 'classical christmas', 'brass ensemble', 'classical christmas']
Tanua	['techno', 'techno', 'house music', 'disco']
Techno Venus  Lausanne	[]
Techrifice	[]
Teenage Mutants	['house music', 'deep', 'groove room', 'house music', 'house music', 'techno', 'techno', 'disco', 'house music', 'deep', 'groove room', 'house music', 'house music', 'house music', 'deep', 'groove room', 'house music', 'house music']
The Black Madonna	['house music', 'rap', 'techno', 'techno', 'house music', 'disco', 'house music', 'house music']
The Cruzaders	['rap', 'rock', 'disco']
The M&B Experiment	[]
Thom Mayr	[]
Thomas Jack	['house music', 'house music', 'house music', 'rock', 'house music', 'house music', 'house music', 'house music', 'house music', 'house music']
Thomas Mayr	[]
Thomas Schumacher	['house music', 'deep', 'techno', 'techno', 'house music', 'techno', 'rap', 'techno', 'techno', 'house music', 'disco', 'house music', 'deep', 'techno', 'techno', 'house music', 'techno', 'house music', 'deep', 'techno', 'techno', 'house music', 'techno']
Tom Blake	[]
Tom H	[]
Tony Garcia	['freestyle', 'freestyle', 'freestyle']
Toppaz  Berlin	[]
Torsten Kanzler	['schranz', 'rap', 'techno', 'techno', 'disco', 'schranz', 'schranz']
Toy  O	['rock']
Tracknics	[]
Trinidad	['crunk', 'rap', 'trap', 'rap', 'hip hop', 'rap', 'rap', 'hip hop', 'trap', 'hip hop', 'rap', 'hip hop', 'techno', 'techno', 'house music', 'disco', 'crunk', 'rap', 'trap', 'rap', 'hip hop', 'rap', 'rap', 'hip hop', 'trap', 'hip hop', 'crunk', 'rap', 'trap', 'rap', 'hip hop', 'rap', 'rap', 'hip hop', 'trap', 'hip hop']
Tristan Bohn	[]
Tschespito	[]
UK	['zapstep', 'zapstep', 'zapstep']
VJing by Maak	[]
Vacintosh	[]
Valeron	['hip hop']
Vanita b2b LowTales	[]
VisionE	[]
Vril	['dub', 'dub', 'dub']
Wankelmut	['house music', 'house music', 'house music', 'hip hop', 'trance music', 'house music', 'house music', 'house music', 'house music', 'house music', 'house music']
Watergate  Switzerland	[]
West D	['rap', 'techno', 'techno', 'house music', 'disco']
Wicked Wiggler and later Fabien	[]
Wiggaz	[]
Wunschkinder	[]
Xander Valley	[]
Yvan Genkins	['techno', 'techno', 'house music']
Yves Helbling	[]
ZerO	['downtempo', 'downtempo', 'electronic', 'nu jazz', 'downtempo', 'downtempo', 'downtempo', 'electronic', 'nu jazz', 'downtempo', 'downtempo', 'downtempo', 'electronic', 'nu jazz', 'downtempo']
Zero	['downtempo', 'downtempo', 'electronic', 'nu jazz', 'downtempo', 'downtempo', 'downtempo', 'electronic', 'nu jazz', 'downtempo', 'downtempo', 'downtempo', 'electronic', 'nu jazz', 'downtempo']
Zest	['rap', 'techno', 'techno', 'house music', 'disco']
Ziiva aka Lukii	[]
Zürich	[]
and others	[]
fabien	[]
live	['christian christmas', 'world worship', 'worship', 'christian christmas', 'world worship', 'worship', 'christian christmas', 'world worship', 'worship']
mOOving	[]
mastra	['deep', 'deep', 'deep']
mimetic	['industrial music', 'rap', 'rock', 'techno', 'electronica', 'techno', 'disco', 'industrial music', 'industrial music', 'industrial music']
more tba	[]
stefano m	[]
