artists,date,event,genre,location
"[' Romy Jacquet ', ' Pamela Pittet ', ' Yvan Marro ', ' Julien Schafer ', ' Beno?t Aumann ', ' Eric Rey ']",2014-07-03,Jazz-Parade,"['Jazz', 'Blues', 'Soul']",Morges
"[' Breno Quinder? ', ' Luiz Alves da Silva ', ' Sebasti?n Mari?o Le?n ']",2014-07-03,Musik-in-den-iberischen-Kolonien,['Classic'],Z?rich
"[' Florian Keller ', ' Olivier Zurkirchen ', ' Florian M?bes ', ' Manuel Pasquinelli ']",2014-07-03,Occam's-Razor,"['Jazz', 'Blues', 'Soul']",Bern
[' Amanda Tauria '],2014-07-03,Serenade,['Classic'],Z?rich
"['Calmus Ensemble ', ' Anja P?che ', ' Tobias P?che ', ' Tobias Hunger ', ' Sebastian Krause ', ' Ludwig B?hme ', ' Joe R?sler ']",2014-07-03,Boswil,['Classic'],-Alte-Kirche
"['Omri Ziegele ', ' J?rg Wickihalder ', ' Nick Gutersohn ', ' Gabriela Friedli ']",2014-07-03,Billiger-Bauer-A-Good-Slide-for-God's-Sake,"['Jazz', 'Blues', 'Soul']",Z?rich
"[' Domenic Landolf ', ' Rainer B?hm ', ' Arne Huber ', ' Jochen R?ckert ']",2014-07-03,Arne-Huber-Quartet,"['Jazz', 'Blues', 'Soul']",Basel
[' The Malcouns '],2014-07-03,Karl-Hector-&-The-Malcouns,"['world', 'music']",Basel
['Kvelertak '],2014-07-03,Kvelertak,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Z?rich
['Smooth Attack '],2014-07-03,Smooth-Attack,['Pop'],Z?rich
"[' Beat Schneider ', ' Fran Lorkovic ']",2014-07-03,Zlang-Zlut,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Basel
"['Metallica ', ' Alice in Chains ', ' Airbourne ', ' Kvelertak ']",2014-07-04,Metallica,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Basel
['Metallica '],2014-07-04,Metallica,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Basel
['One Direction '],2014-07-04,One-Direction,['Pop'],Bern
"[' Swingin Kitten ', ' Miss She Devil ']",2014-07-04,Hangar-Rockin',"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",St.-Stephan
[' DJ Aloha '],2014-07-04,Hangar-Rockin',"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",St.-Stephan
['Charlotte Torres '],2014-07-04,Klavierkonzert-mit-Tanzperformance,['Classic'],Z?rich
"[' Marc Sturzenegger ', ' Fr?d?ric Preitner ', ' Adrea Esperti ', ' Pierre Pennaz ', ' Nadir Graa ', ' Th?o Missillier ']",2014-07-04,Jazz-Parade,"['Jazz', 'Blues', 'Soul']",Marly
['Johannes Strobl '],2014-07-04,Orgelspiel-zum-Feierabend,['Classic'],Basel
['Claire '],2014-07-04,Openair-Wettingen,['Electronic'],Wettingen
"['Adrian M?lhauser ', ' Bernhard H?rler ']",2014-07-04,Feierabendmusik-in-der-Kirche,['Classic'],Dietikon
['Terribly Overrated Youngsters '],2014-07-04,Openair-Chrutw?je,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Aarau
['Kim Kashkashian '],2014-07-04,Musikfestwoche-Meiringen-Er?ffnungskonzert,['Classic'],Meiringen
"[' Heidi-Maria Makkonen ', ' Doris Dubach ', ' Jannai Balikavlayan ', ' Campbell Banks ']",2014-07-04,Streichtrio-Tritoni,['Classic'],Wetzikon
"[' Breno Quinder? ', ' Luiz Alves da Silva ', ' Sebasti?n Mari?o Le?n ']",2014-07-04,Musik-in-den-iberischen-Kolonien,['Classic'],Z?rich
"['Amy Macdonald ', ' Jack Savoretti ']",2014-07-04,Montreux-Jazz-Festival,['Pop'],Montreux
"['Ayo ', ' Norma Jean Martine ']",2014-07-04,Montreux-Jazz-Festival,"['Hip', 'Hop', ""R'n'B""]",Montreux
[' Swingin Kitten '],2014-07-04,Hangar-Rockin',"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",St.-Stephan
"[' Hyung-Ki ', ' Yu Horiuchi ', ' Erik Schumann ', ' Immanuel Richter ']",2014-07-04,Boswil,['Classic'],-Alte-Kirche
"['Agnes Obel ', ' ?lafur Arnalds ']",2014-07-04,Montreux-Jazz-Festival,['Pop'],Montreux
"[' Domenic Landolf ', ' Rainer B?hm ', ' Arne Huber ', ' Jochen R?ckert ']",2014-07-04,Arne-Huber-Quartet,"['Jazz', 'Blues', 'Soul']",Basel
[' Miguel Angel Garcia Martin '],2014-07-04,Sommerkonzert-mit-Marimba,['Classic'],Z?rich
"['Troker ', ' Red Hot Chilli Pipers ']",2014-07-04,Estival-Jazz-Lugano,"['Jazz', 'Blues', 'Soul']",Mendrisio
"['Christine Lather ', ' Sergej Simbirev ']",2014-07-04,Hafenfest-Und-ein-Schiff-mit-acht-Segeln,['Pop'],Z?rich
[' King County '],2014-07-04,Jazz-Parade,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Marly
['Ronan Keating '],2014-07-04,Life-in-Schaan,['Pop'],null
"[' Slow Horses ', ' Bluedust Bluegrass Band ', ' Texas Renegade ']",2014-07-05,29.-Bluegrass-Festival,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Thun
"[' Breno Quinder? ', ' Luiz Alves da Silva ', ' Sebasti?n Mari?o Le?n ']",2014-07-05,Musik-in-den-iberischen-Kolonien,['Classic'],Einsiedeln
"['Mf Doom ', ' The Beatnuts ', ' Tha Alkaholiks ', ' Torch ', ' Toni L ', ' Mc Rene ', ' Man of Booom ', ' Chefket ']",2014-07-05,Make-the-Hood-Look-Good,"['Hip', 'Hop', ""R'n'B""]",Aarau
"[' Swingin Kitten ', ' Aloha ']",2014-07-05,Hangar-Rockin',"['Hip', 'Hop', ""R'n'B""]",St.-Stephan
"[' Marc Sturzenegger ', ' Fr?d?ric Preitner ', ' Adrea Esperti ', ' Pierre Pennaz ', ' Nadir Graa ', ' Th?o Missillier ']",2014-07-05,Jazz-Parade,"['Jazz', 'Blues', 'Soul']",Marly
['Satellites '],2014-07-05,Openair-Wettingen,['Pop'],Wettingen
"[' Dimitri Ashkenazy ', ' Rosa Elvira Sierra ', ' Violetta Radomirska ']",2014-07-05,Spectacular-Classics,['Classic'],Luzern
['Voxenstopp '],2014-07-05,Voxenstopp,['Pop'],null
"[""Manfred Mann's Earth Band ""]",2014-07-05,Muri-Nights,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",null
[' Stefanie Schlagenhauf '],2014-07-05,Vintage,['Classic'],Wallisellen
"['UB40 ', ' Amadou Diolo ', ' Iwacu ']",2014-07-05,Jazz-Parade,"['Hip', 'Hop', ""R'n'B""]",Marly
"['Jeff Beck ', ' Rhonda Smith ', ' Lizzie Ball ', ' Jonathan Joseph ', ' Nicolas Meier ']",2014-07-05,Jeff-Beck,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Z?rich
['Chris Rea '],2014-07-05,Montreux-Jazz-Festival,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Montreux
['Everlast '],2014-07-05,Montreux-Jazz-Festival,"['Jazz', 'Blues', 'Soul']",Montreux
['Booze '],2014-07-05,Booze,['Pop'],Wetzikon
[' Casket '],2014-07-05,Summer-Slaughter,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Basel
"[' Felix Froschhammer ', ' Nico Prinz ', ' Ivaylo Dimitrov ', ' Asami Uemura ', ' Tashko Tasheff ', ' Aar?n Zapico ', ' Daniel Zapico ', ' Pablo Zapico ']",2014-07-05,Boswil,['Classic'],-Alte-Kirche
"['Tiken Jah Fakoly ', ' Selah Sue ']",2014-07-05,Montreux-Jazz-Festival,"['Hip', 'Hop', ""R'n'B""]",Montreux
"[' Domenic Landolf ', ' Rainer B?hm ', ' Arne Huber ', ' Jochen R?ckert ']",2014-07-05,Arne-Huber-Quartet,"['Jazz', 'Blues', 'Soul']",Basel
"[' Daniel Gubelmann ', ' Andreas Grob ']",2014-07-05,Lumbago,"['Jazz', 'Blues', 'Soul']",Uster
"['Eric Burdon and the Animals ', ' Ibrahim Maalouf ', ' Toguna ']",2014-07-05,Estival-Jazz-Lugano,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Mendrisio
['DJ Salsa Latino Alfredo '],2014-07-05,Salsa-latino-Party,"['Ragga', 'Reggae', 'African', 'Music', 'Dancehall']",Basel
[' Fat White Family '],2014-07-05,Montreux-Jazz-Festival,"['Jazz', 'Blues', 'Soul']",Montreux
"['T?rs? ', ' The Boring ']",2014-07-05,Ustrinkete,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Basel
"['Patrick Demenga ', ' Thomas Demenga ', ' Bernd Glemser ', ' Pilippe Litzler ']",2014-07-06,Musikfestwoche-Meiringen,['Classic'],Meiringen
"[' Lise de la Salle ', ' Sen Guo ', ' Anna St?phany ', ' Mauro Peter ', ' Erik Anstine ']",2014-07-06,Festspiele-Z?rich,['Classic'],Z?rich
"[' Stephanie Jagsch-Pfeffer ', ' Jens Hamann ', ' Carl Wolf ']",2014-07-06,Ein-deutsches-Requiem,['Classic'],Winterthur
['Renate Steiner '],2014-07-06,Orgelkonzert,['Classic'],Schmidr?ti
"[' Yuka Tsuboi ', ' Sachiko Uchida ', ' Takayuki Kiryu ', ' Keita Kitade ', ' Kiyomi Higaki ']",2014-07-06,Benefizkonzert-f?r-HEKS-und-Fukushima-in-Japan,['Classic'],Z?rich
"[' Soyoung Yoon ', ' Romaine Bolinger ', ' Elvin Ganiyev ', ' Alexander Boldachev ']",2014-07-06,Festspiele-Z?rich-Benefizkonzert,['Classic'],Z?rich
"[' Doris Dubach ', ' Jannai Balikavlayan ', ' Campbell Banks ']",2014-07-06,Streichtrio-Tritoni,['Classic'],Winterthur
"[' Mona Asuka Ott ', ' Ursula Bernhard-F?ri ', ' Thomas E. Bauer ']",2014-07-06,Boswil,['Classic'],-Alte-Kirche
"[' Nik B?rtsch ', ' Sha ']",2014-07-06,Festspiele-Z?rich,"['Jazz', 'Blues', 'Soul']",Z?rich
"['Buddy Guy ', ' Tedeschi Trucks Band ']",2014-07-06,Montreux-Jazz-Festival,"['Jazz', 'Blues', 'Soul']",Montreux
[' Ayer y Hoy Quartet '],2014-07-06,Montreux-Jazz-Festival,"['Jazz', 'Blues', 'Soul']",Montreux
"['S-Crew ', ' Alice Francis ']",2014-07-06,Jazz-Parade,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Marly
"['Meret Burkhard ', ' Rudolf Meyer ']",2014-07-06,Von-Engeln-und-Gottfernen,['Classic'],Elgg
['Alvaro Pierri '],2014-07-06,Liechtensteiner-Gitarrentage,['Classic'],null
"['Eels ', ' Temples ']",2014-07-06,Montreux-Jazz-Festival,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Montreux
['Alim Qasimov Ensemble '],2014-07-06,Montreux-Jazz-Festival,"['world', 'music']",Vevey
['Movie Star Junkies '],2014-07-06,Movie-Star-Junkies,['Pop'],null
[' Drenge '],2014-07-06,Montreux-Jazz-Festival,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Montreux
"[' Marc Sturzenegger ', ' Denis Michel ', ' voc) Pierre Ponnaz ', ' bjo) Paul Kapp ', ' voc) Patrick Perrier ', ' Gianni Solinas ']",2014-07-07,Jazz-Parade,"['Jazz', 'Blues', 'Soul']",Marly
['Guy Bovet '],2014-07-07,2.-Sommerkonzert,['Classic'],Basel
['Eels '],2014-07-07,Eels,['Pop'],Z?rich
['Pharrell Williams '],2014-07-07,Montreux-Jazz-Festival,"['Hip', 'Hop', ""R'n'B""]",Montreux
"['Dave Grusin ', ' Lee Ritenour ', ' Leandro Pellegrino ']",2014-07-07,Montreux-Jazz-Festival,"['Jazz', 'Blues', 'Soul']",Montreux
"[' Randy Brecker ', ' Danilo Moccia ', ' Yvan Ischer', ' Jean-Yves Petiot ', ' Alain Petitmermet ']",2014-07-07,Jazz-Parade,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Marly
['Deadbeatz '],2014-07-07,Les-petit-Monday,"['Jazz', 'Blues', 'Soul']",Bern
['Pablo Marquez '],2014-07-07,Liechtensteiner-Gitarrentage,['Classic'],null
"[' Julia Stone ', ' Passenger ']",2014-07-07,Montreux-Jazz-Festival,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Montreux
"['Timber Timbre ', ' Archie Bronson Outfit ']",2014-07-07,Montreux-Jazz-Festival,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Montreux
"[' John Diboy ', ' Jaco Mc Phearson ', ' Jay New ', ' Pedro Jezzerbaum ', ' Rassi van Kaufi ']",2014-07-07,Jazz-Parade,"['Jazz', 'Blues', 'Soul']",Marly
"[' Marc Sturzenegger ', ' Denis Michel ', ' voc) Pierre Ponnaz ', ' bjo) Paul Kapp ', ' voc) Patrick Perrier ', ' Gianni Solinas ']",2014-07-08,Jazz-Parade,"['Jazz', 'Blues', 'Soul']",Marly
"[' The Sensational Space Shifters ', ' Rodrigo y Gabriela ']",2014-07-08,Montreux-Jazz-Festival,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Montreux
"['Tigran Hamasyan Quintet ', ' Neil Cowley Trio ']",2014-07-08,Montreux-Jazz-Festival,"['Jazz', 'Blues', 'Soul']",Montreux
"[' Randy Brecker ', ' Danilo Moccia ', ' Yvan Ischer', ' Jean-Yves Petiot ', ' Alain Petitmermet ']",2014-07-08,Jazz-Parade,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Marly
['Manolo Franco '],2014-07-08,Liechtensteiner-Gitarrentage,['Classic'],null
"['Metronomy ', ' MGMT ', ' Kuroma ']",2014-07-08,Montreux-Jazz-Festival,['Electronic'],Montreux
['Los Jaiyg?ey '],2014-07-08,Los-Jaiyg?ey,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Z?rich
['Beno?t Delbecq '],2014-07-08,Montreux-Jazz-Festival,"['Jazz', 'Blues', 'Soul']",Montreux
"['Angry Cats ', ' DJ Lady Black Sally ']",2014-07-08,Montreux-Jazz-Festival,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Montreux
"[' John Diboy ', ' Jaco Mc Phearson ', ' Jay New ', ' Pedro Jezzerbaum ', ' Rassi van Kaufi ']",2014-07-08,Jazz-Parade,"['Jazz', 'Blues', 'Soul']",Marly
"[' Elmar Kluth ', ' Lukas Meier ']",2014-07-09,Kluth-&-Meier,"['Jazz', 'Blues', 'Soul']",Baden
"[' Marc Sturzenegger ', ' Denis Michel ', ' voc) Pierre Ponnaz ', ' bjo) Paul Kapp ', ' voc) Patrick Perrier ', ' Gianni Solinas ']",2014-07-09,Jazz-Parade,"['Jazz', 'Blues', 'Soul']",Marly
['Andreas Jost '],2014-07-09,Internationale-Orgelkonzerte-Sommerzyklus,['Classic'],Z?rich
['The Internet '],2014-07-09,The-Internet,"['Hip', 'Hop', ""R'n'B""]",Z?rich
"['Outkast ', ' Jungle ']",2014-07-09,Montreux-Jazz-Festival,"['Hip', 'Hop', ""R'n'B""]",Montreux
"['Jack de Johnette Trio ', ' Isfar Sarabski ']",2014-07-09,Montreux-Jazz-Festival,"['Jazz', 'Blues', 'Soul']",Montreux
"['Volker Biesenbender ', ' Michelangelo Rinaldi ', ' Clara Gervais ']",2014-07-09,La-Banda-Ki,['Classic'],Dornach
"[' Bill Evans Quartet ', ' Mike Stern ', ' Bill Evans ', ' Tom Kennedy ', ' Dennis Chambers ']",2014-07-09,Jazz-Parade,"['Jazz', 'Blues', 'Soul']",Marly
"['Goldfrapp ', ' London Grammar ']",2014-07-09,Montreux-Jazz-Festival,['Pop'],Montreux
[' Sensational Space Shifters '],2014-07-09,Live-at-Sunset,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Z?rich
"[' Marco Figini ', ' Roland K?ppel ', ' Michael Wipf ']",2014-07-09,La-Box,"['Jazz', 'Blues', 'Soul']",Basel
"[' Renzo Spotti ', ' Tomi Hirt ', ' Dieter Ulrich ']",2014-07-09,Renzo-Spotti-Trio,"['Jazz', 'Blues', 'Soul']",Z?rich
"[' Marc Sturzenegger ', ' Denis Michel ', ' voc) Pierre Ponnaz ', ' bjo) Paul Kapp ', ' voc) Patrick Perrier ', ' Gianni Solinas ']",2014-07-10,Jazz-Parade,"['Jazz', 'Blues', 'Soul']",Marly
"['Tcha Simmons Ensemble ', ' Gino Todesco ', ' Andy Bopp ', ' Eddie Walker ', ' Tcha Simmons ']",2014-07-10,Dinner-Konzert,"['Hip', 'Hop', ""R'n'B""]",Fislisbach
"['Trovesi-Coscia ', ' Gianluigi Trovesi ', ' Gianni Coscia ']",2014-07-10,Festspiele-Z?rich,"['Jazz', 'Blues', 'Soul']",Z?rich
"['The Bootleggers ', ' Paul Lugan ', ' Fredo Bordeneuve ', ' Didier C?r? ', ' Nico Lacaze ']",2014-07-10,Jazz-Parade,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Marly
"[' Ben Sutter ', ' Beat Aschwanden ', ' Philippe Chr?tien ', ' Markus Fritzsche ', ' Guest Jo?l Mesot ']",2014-07-10,Open-Air-Live-@-Isegass,"['Jazz', 'Blues', 'Soul']",Lenzburg
"['Massive Attack ', ' Banks ']",2014-07-10,Montreux-Jazz-Festival,['Electronic'],Montreux
"['Booker T. Jones ', ' Sweet Georgia Brown ']",2014-07-10,Montreux-Jazz-Festival,"['Jazz', 'Blues', 'Soul']",Montreux
['M. Ward '],2014-07-10,M.-Ward,['Pop'],Z?rich
['Samy Deluxe '],2014-07-10,Lakeside-Festival,"['Hip', 'Hop', ""R'n'B""]",Hergiswil
['Roland Dyens '],2014-07-10,Liechtensteiner-Gitarrentage,['Classic'],null
['Laura Pausini '],2014-07-10,Moon-and-Stars,['Pop'],Locarno
"['Moderat ', ' Darkside ']",2014-07-10,Montreux-Jazz-Festival,['Electronic'],Montreux
['Rodrigo y Gabriela '],2014-07-10,Live-at-Sunset,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Z?rich
"[' Marco Figini ', ' Roland K?ppel ', ' Michael Wipf ']",2014-07-10,La-Box,"['Jazz', 'Blues', 'Soul']",Basel
"['Morcheeba ', ' Gregory Porter ']",2014-07-10,Estival-Jazz-Lugano,['Pop'],Lugano
['The Angry Cats '],2014-07-10,The-Angry-Cats,"['Jazz', 'Blues', 'Soul']",Bern
['Slow Magic '],2014-07-10,Slow-Magic,['Electronic'],Z?rich
['Julia Holter '],2014-07-10,Julia-Holter,['Pop'],Z?rich
['Dirty Loops '],2014-07-10,Festival-da-Jazz,"['Funk', 'Jazz', 'Blues', 'Soul']",St.-Moritz
"[' The Devil Blues ', ' Blues Pills ']",2014-07-10,Montreux-Jazz-Festival,"['Jazz', 'Blues', 'Soul']",Montreux
['Mama Bluegrass Band '],2014-07-10,Mama-Bluegrass-Band,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Pontresina
[' Simian Keiser '],2014-07-10,Dosci-Schall-&-Rauch,"['Electro', 'Electropop']",Z?rich
['El Gato Calculista '],2014-07-11,Buraco-ver?o,"['world', 'music']",Bern
"['The Second Line Jazzband ', ' Jesper Albrektsson ', ' Niklas Carlsson ', ' Olof Skoog ', ' Anders Was?n ', ' Per Bach ', ' Johan Horner ']",2014-07-11,The-Second-Line-Jazzband,"['Jazz', 'Blues', 'Soul']",Klosters
"['Texas ', ' Jimmy Cliff ']",2014-07-11,Stars-of-Sounds-Aarberg,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Aarberg
"[' Marc Sturzenegger ', ' Denis Michel ', ' voc) Pierre Ponnaz ', ' bjo) Paul Kapp ', ' voc) Patrick Perrier ', ' Gianni Solinas ']",2014-07-11,Jazz-Parade,"['Jazz', 'Blues', 'Soul']",Marly
['Irena Chribkova '],2014-07-11,Orgelspiel-zum-Feierabend,['Classic'],Basel
['Shri Balaji '],2014-07-11,Heilende-Kl?nge-aus-Indien,"['world', 'music']",Z?rich
"[' Juliane Banse ', ' Alice Coote ']",2014-07-11,Festspiele-Z?rich-Sinfoniekonzert-zum-Abschied,['Classic'],Z?rich
"['Deep Purple ', ' The Dandy Warhols ']",2014-07-11,Summer-Stage,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",M?nchenstein
['Jamie Cullum '],2014-07-11,Montreux-Jazz-Festival,['Pop'],Montreux
['Hiromi '],2014-07-11,Montreux-Jazz-Festival,"['Jazz', 'Blues', 'Soul']",Montreux
['Mercury Band '],2014-07-11,Sound-Circle-Festival,['Pop'],H?ntwangen
"['Milena Kowarik ', ' Andrea De Moliner ']",2014-07-11,Von-Ost-nach-West-und-wieder-zur?ck,['Classic'],Dornach
"['Igit ', ' Junior Tshaka ', ' Antoine Barrau ', ' Hugo Zanghi ', ' Paul Amboise ']",2014-07-11,Jazz-Parade,"['Jazz', 'Blues', 'Soul']",Marly
['David Russell '],2014-07-11,Liechtensteiner-Gitarrentage,['Classic'],null
['Udo Lindenberg '],2014-07-11,Moon-and-Stars,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Locarno
['Milow '],2014-07-11,Live-at-Sunset,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Z?rich
"[' Matthias Spillmann ', ' Reto Suhner ', ' Marc M?an ', ' Raffaele Bossard ', ' Dominic Egli ']",2014-07-11,Mats-Up,"['Jazz', 'Blues', 'Soul']",Basel
"[""Sinead O'Connor "", ' Snarky Puppy ', ' Sun Ra Centennial Dream Arkestra ']",2014-07-11,Estival-Jazz-Lugano,['Pop'],Lugano
[' The Gamblers '],2014-07-11,Magic-Blues-Festival,"['Jazz', 'Blues', 'Soul']",Maggia
"['Natalie Cole ', ' Natalie Cole ', ' Gail Deadrick ', ' Mahesh Balasooriya ', ' Alex Alessandroni ', ' Tony Pulizzi ', ' Edwin Livingston ', ' Robert Miller ', ' Lynne Fiddmont ', ' Traci Brown-Bailey ']",2014-07-11,Festival-da-Jazz,"['Jazz', 'Blues', 'Soul']",St.-Moritz
"['Maceo Plex ', ' Ricardo Villalobos ', ' Tale of Us ']",2014-07-11,Montreux-Jazz-Festival,['Electronic'],Montreux
[' Chamito '],2014-07-11,Ghana-Cultural-Trio,"['world', 'music']",Z?rich
['The Sweet Vandals '],2014-07-11,Festival-da-Jazz,"['Jazz', 'Blues', 'Soul']",St.-Moritz
['Andreas Liebig '],2014-07-12,Orgelmusik-?ber-Mittag,['Classic'],Basel
"[' Friska Viljor ', ' I Am Kloot ']",2014-07-12,Sound-Circle-Festival,['Pop'],H?ntwangen
[' Yarah Bravo '],2014-07-12,10-Jahre-Music-Onthur,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Winterthur
"[' Her Soul Replacement ', ' Larry ""Doc"" Watkins ']",2014-07-12,Stedtli-Blues,"['Hip', 'Hop', ""R'n'B""]",Laufen
"[' Annakin ', ' Tom Etter ']",2014-07-12,Festival-da-Jazz,"['Jazz', 'Blues', 'Soul']",St.-Moritz
['Ronan Keating '],2014-07-12,Stars-of-Sounds-Aarberg,['Pop'],Aarberg
"[' Marc Sturzenegger ', ' Denis Michel ', ' voc) Pierre Ponnaz ', ' bjo) Paul Kapp ', ' voc) Patrick Perrier ', ' Gianni Solinas ']",2014-07-12,Jazz-Parade,"['Jazz', 'Blues', 'Soul']",Marly
['Herb Miller '],2014-07-12,Piano-Entertainment,"['Jazz', 'Blues', 'Soul']",Luzern
"['Volker Biesenbender ', ' Michelangelo Rinaldi ', ' Clara Gervais ']",2014-07-12,?ffentliches-Jubil?umskonzert-30-Jahre-Psi-Zentrum,['Classic'],M?nchenstein
"[' Alex Eigenmann ', ' Marco Th?rlemann ', ' Henry Dobler ', ' Rudi Bindella ', ' Christoph Schifferli ']",2014-07-12,Dine-&-Dance,['Pop'],Z?rich
[' Lim?n '],2014-07-12,Montreux-Jazz-Festival,"['Jazz', 'Blues', 'Soul']",Montreux
['Hailey Tuck '],2014-07-12,Jazz-Parade,"['Hip', 'Hop', ""R'n'B""]",Marly
"['Nena ', ' Sharron Levy ']",2014-07-12,Summer-Stage,['Pop'],M?nchenstein
"['Fauve ', ' Milky Chance ']",2014-07-12,Montreux-Jazz-Festival,['Pop'],Montreux
['Jamie Cullum '],2014-07-12,Live-at-Sunset,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Z?rich
"[' Matthias Spillmann ', ' Reto Suhner ', ' Marc M?an ', ' Raffaele Bossard ', ' Dominic Egli ']",2014-07-12,Mats-Up,"['Jazz', 'Blues', 'Soul']",Basel
"[' Elena Mpintsis ', ' Freddy Bertschinger ']",2014-07-12,Saloniki-Express,"['world', 'music']",Uster
['Lying Eight '],2014-07-12,Lying-Eight,['Pop'],Z?rich
[' Le Super Etoile De Dakar '],2014-07-12,Estival-Jazz-Lugano,['Pop'],Lugano
['Leszek Moder '],2014-07-12,Montreux-Jazz-Festival,"['Jazz', 'Blues', 'Soul']",Veytaux
"['Freddy Cole ', ' Freddy Cole ', ' Randy Napoleon ', ' Elias Bailey ', ' Curtis Boyd ']",2014-07-12,Festival-da-Jazz,"['Jazz', 'Blues', 'Soul']",St.-Moritz
['Ladi 6 '],2014-07-12,Ladi-6,"['Hip', 'Hop', ""R'n'B""]",Hasliberg-Hohfluh
[' Lord of the Lost '],2014-07-12,Montreux-Jazz-Festival,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Montreux
[' Eulises Gonzales '],2014-07-12,Salsa-Village,"['Ragga', 'Reggae', 'African', 'Music', 'Dancehall']",null
['The Gaslamp Killer '],2014-07-12,The-Gaslamp-Killer,"['Hip', 'Hop', ""R'n'B""]",Z?rich
['The Sweet Vandals '],2014-07-12,Festival-da-Jazz,"['Jazz', 'Blues', 'Soul']",St.-Moritz
[' Andreas Jost '],2014-07-13,Motettengottesdienst,['Classic'],Z?rich
"['B? Ignacio ', ' B? Ignacio ', ' Oliver Pellet Santos ', ' Edmundo Carneiro ', ' Markus Schmidt ']",2014-07-13,Festival-da-Jazz,"['Jazz', 'Blues', 'Soul']",St.-Moritz
"[' Gino Todesco ', ' Andy Bopp ', ' Tcha Simmons ']",2014-07-13,Sommer-Brunch,"['Hip', 'Hop', ""R'n'B""]",Birr
"[' Ivan Podyomov ', ' Maria Alba Carmona ', ' Diego Chenna ', ' Simon Hartmann ']",2014-07-13,Festival-Sommerkl?nge,['Classic'],Neuheim
"['B? Ignacio ', ' B? Ignacio ', ' Oliver Pellet Santos ', ' Edmundo Carneiro ', ' Markus Schmidt ']",2014-07-13,Festival-da-Jazz,"['Jazz', 'Blues', 'Soul']",St.-Moritz
"['Charlie Morris ', ' Charlie Morris ', ' Markus Baumer ', ' David Clarke ', ' Marco Jeanrenaud ']",2014-07-13,Charlie-Morris,"['Jazz', 'Blues', 'Soul']",Marly
"['Monty Alexander ', ' Mulatu Astatke ']",2014-07-13,Montreux-Jazz-Festival,"['Jazz', 'Blues', 'Soul']",Montreux
"['Robin Thicke ', ' Paloma Faith ']",2014-07-13,Montreux-Jazz-Festival,"['Hip', 'Hop', ""R'n'B""]",Montreux
