artists,date,event,genre,location
"['Archive ', ' Chet Faker ']",2014-07-13,Montreux-Jazz-Festival,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Montreux
['Texas '],2014-07-13,Live-at-Sunset,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Z?rich
"[' Julien Bondel ', ' Mehdi Al Tinaoui ', ' Estanislao Sanchez ', ' Felipe Nicholls ', ' Roland Carbety ']",2014-07-13,La-Tipica-Sanata,"['world', 'music']",Z?rich
"['Burhan ??al ', ' Leo Tardin ']",2014-07-13,Montreux-Jazz-Festival,"['Jazz', 'Blues', 'Soul']",Veytaux
['Manu Katch? Quartet '],2014-07-14,Montreux-Jazz-Festival,"['Jazz', 'Blues', 'Soul']",Montreux
"['The Daptone Super Soul Revue ', ' Dr. John ']",2014-07-14,Montreux-Jazz-Festival,"['Hip', 'Hop', ""R'n'B""]",Montreux
['Dolly Parton '],2014-07-14,Moon-and-Stars,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Locarno
"['Etienne Daho ', ' Oh Tiger Mountain ']",2014-07-14,Montreux-Jazz-Festival,['Pop'],Montreux
['Pet Shop Boys '],2014-07-14,Live-at-Sunset,['Pop'],Z?rich
"['John Scofield ', ' John Scofield ', ' Avi Bortnick ', ' John Medeski ', ' Andy Hess ', ' Adam Deitch ', ' Louis Cato ']",2014-07-14,Festival-da-Jazz,"['Jazz', 'Blues', 'Soul']",St.-Moritz
['Police des Moeurs '],2014-07-14,Police-des-Moeurs,['Electronic'],null
[' Skaters '],2014-07-14,Montreux-Jazz-Festival,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Montreux
['DJ Brandon Zk '],2014-07-14,Zouk-Matters,"['Ragga', 'Reggae', 'African', 'Music', 'Dancehall']",Z?rich
['Daniel Roos '],2014-07-15,Piano-Entertainment,['Pop'],Luzern
"['Mavis Staples ', ' Van Morrison ']",2014-07-15,Montreux-Jazz-Festival,"['Hip', 'Hop', ""R'n'B""]",Montreux
"['Prism ', ' Melanie de Biasio ', ' Wojciech Myrczek ']",2014-07-15,Montreux-Jazz-Festival,"['Jazz', 'Blues', 'Soul']",Montreux
['Nils Petter Molvaer '],2014-07-15,Kulturfestival-St.-Gallen,"['Jazz', 'Blues', 'Soul']",null
"['Calexico ', ' Lucy Ward ']",2014-07-15,Stimmen,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",null
"['Jack Johnson ', ' Kodaline ']",2014-07-15,Moon-and-Stars,['Pop'],Locarno
"['Lykke Li ', ' Ry X ']",2014-07-15,Montreux-Jazz-Festival,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Montreux
['James Arthur '],2014-07-15,Live-at-Sunset,['Pop'],Z?rich
"['Larry Carlton ', ' Larry Carlton ', ' Jesse Milliner ', ' Claus Fischer ', ' Hardy Fisch?tter ']",2014-07-15,Festival-da-Jazz,"['Jazz', 'Blues', 'Soul']",St.-Moritz
[' Toy '],2014-07-15,Montreux-Jazz-Festival,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Montreux
"[' Ricky Djurak ', ' Tico Keller ', ' Hannes H?nggli ']",2014-07-16,After-Work,"['Jazz', 'Blues', 'Soul']",Baden
['Mark Tenger '],2014-07-16,Piano-Entertainment,"['Hip', 'Hop', ""R'n'B""]",Luzern
['Stefan Engels '],2014-07-16,Internationale-Orgelkonzerte-Sommerzyklus,['Classic'],Z?rich
"[' Hyunjong Reents-Kang ', ' Eva L?thi ', ' Petya Mihneva ']",2014-07-16,Serenade-im-Park,['Classic'],Z?rich
"['Bilal ', ' Flavia Coelho ']",2014-07-16,Stimmen,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",null
['Stevie Wonder '],2014-07-16,Montreux-Jazz-Festival,"['Hip', 'Hop', ""R'n'B""]",Montreux
"['John Scofield Uberjam Band ', ' Dirty Loops ']",2014-07-16,Montreux-Jazz-Festival,"['Jazz', 'Blues', 'Soul']",Montreux
['Julia Biel '],2014-07-16,Kulturfestival-St.-Gallen,['Pop'],null
"['James Blunt ', ' Zaz ']",2014-07-16,Moon-and-Stars,['Pop'],Locarno
"['Mac Miller ', ' Joey Badass ']",2014-07-16,Montreux-Jazz-Festival,"['Hip', 'Hop', ""R'n'B""]",Montreux
['Roger Cicero '],2014-07-16,Live-at-Sunset,"['Jazz', 'Blues', 'Soul']",Z?rich
"[' Lisette Spinnler ', ' Sascha Sch?nhaus ', ' Hans-Peter Pfammatter ', ' B?nz Oester ', ' Norbert Pfammatter ']",2014-07-16,Sch?nhaus-Express-feat.-Lisette-Spinnler,"['Jazz', 'Blues', 'Soul']",Basel
[' Muscles '],2014-07-16,Magic-Blues-Festival,"['Jazz', 'Blues', 'Soul']",Maggia
"[' Bill Evans Band ', ' Mike Stern ', ' Bill Evans ', ' Tom Kennedy ', ' Dennis Chambers ']",2014-07-16,Festival-da-Jazz,"['Jazz', 'Blues', 'Soul']",St.-Moritz
['The Lords of Alamont '],2014-07-16,Montreux-Jazz-Festival,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Montreux
['Argies '],2014-07-16,Argies,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Z?rich
[' Cass McCombs '],2014-07-17,Oh-See,"['Pop', 'Oldies']",Z?rich
['Christian Zacharias '],2014-07-17,Menuhin-Festival-Gstaad,['Classic'],Saanen
"['John Grant ', ' Joe Bel ']",2014-07-17,Stimmen,['Pop'],null
"['Damon Albarn ', ' Michael Kiwanuka ']",2014-07-17,Montreux-Jazz-Festival,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Montreux
"[""Keb' Mo' "", ' Benjamin Clementine ']",2014-07-17,Montreux-Jazz-Festival,"['Jazz', 'Blues', 'Soul']",Montreux
['Amsterdam Klezmer Band '],2014-07-17,Kulturfestival-St.-Gallen,"['world', 'music']",null
"[' Lisette Spinnler ', ' Sascha Sch?nhaus ', ' Hans-Peter Pfammatter ', ' B?nz Oester ', ' Norbert Pfammatter ']",2014-07-17,Sch?nhaus-Express-feat.-Lisette-Spinnler,"['Jazz', 'Blues', 'Soul']",Basel
"['Negramaro ', ' Jessie J ']",2014-07-17,Moon-and-Stars,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Locarno
"['Babyshambles ', ' Von Pariahs ']",2014-07-17,Montreux-Jazz-Festival,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Montreux
['Backstreet Boys '],2014-07-17,Live-at-Sunset,['Pop'],Z?rich
['The Stepwater Band '],2014-07-17,Magic-Blues-Festival,"['Jazz', 'Blues', 'Soul']",Maggia
"['Roberta Gambarini ', ' Roberta Gambarini ', ' Sullivan Fortner ', ' Ameen Saleem ', ' Quincy Philipps ']",2014-07-17,Festival-da-Jazz,"['Jazz', 'Blues', 'Soul']",St.-Moritz
['Quinteto Beltango '],2014-07-17,Milonga,"['world', 'music']",Z?rich
"['Nicole Jo ', ' Nicole Joh?nntgen ', ' David Beer ', ' Rodrigo Aravena ', ' Jonas Ruther ']",2014-07-17,Festival-da-Jazz,"['Jazz', 'Blues', 'Soul']",St.-Moritz
['Mega Horvath '],2014-07-18,Piano-Entertainment,"['Hip', 'Hop', ""R'n'B""]",Luzern
['Paul Josephs '],2014-07-18,Blue-Balls-Festival,['Pop'],Luzern
[' Julia Holter '],2014-07-18,Blue-Balls-Festival,['Pop'],Luzern
[' Lord Benardo '],2014-07-18,Blue-Balls-Festival,['Pop'],Luzern
"['Giuliana Maccaroni ', ' Martino Pesaro ']",2014-07-18,Orgelspiel-zum-Feierabend,['Classic'],Basel
[' Martha Argerich '],2014-07-18,Verbier-Festival,['Classic'],Verbier
[' Carolina Coimbra '],2014-07-18,Harpa-viva,['Classic'],M?nchenbuchsee
"[' Simone Kermes ', ' Vesselina Kasarova ', ' Andr?s Gabetta ']",2014-07-18,Menuhin-Festival-Gstaad,['Classic'],Saanen
['Valerie June '],2014-07-18,Blue-Balls-Festival,"['Jazz', 'Blues', 'Soul']",Luzern
"['Herbie Hancock ', ' Wayne Shorter ', ' Richard Galliano ', ' Bir?li Lagr?ne ', ' Didier Lockwood ']",2014-07-18,Montreux-Jazz-Festival,"['Jazz', 'Blues', 'Soul']",Montreux
['Fink '],2014-07-18,Montreux-Jazz-Festival,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Montreux
['Kreidler '],2014-07-18,Kulturfestival-St.-Gallen,['Electronic'],null
"[' Max Petersen ', ' Frederik Mademann ', ' Johannes H?cketstaller ', ' Timo Hartmann ']",2014-07-18,Acoustic-Friday,['Pop'],Z?rich
"['Magda Vogel ', ' Sara Maurer ', ' Susanne Petersen ']",2014-07-18,Minimalereien,['Classic'],Lavin
"[' D?nu Wisler ', ' Glenn Wisler ', ' Lou Wisler ', ' M?tthu Wisler ']",2014-07-18,The-Wisler-Gang,['Pop'],Laufenburg
['Z?phyr Combo '],2014-07-18,Z?phyr-Combo,['Pop'],null
"[' Band ', ' I Am In Love ']",2014-07-18,Gartenfestival,"['Jazz', 'Blues', 'Soul']",Bern
['Leroy Emmanuel Trio '],2014-07-18,Leroy-Emmanuel-Trio,"['Jazz', 'Blues', 'Soul']",Feuerthalen
"['Nina Nesbitt ', ' Ed Sheeran ']",2014-07-18,Blue-Balls-Festival,['Pop'],Luzern
['Backstreet Boys '],2014-07-18,Moon-and-Stars,['Pop'],Locarno
"['Morcheeba ', ' Rocky ']",2014-07-18,Montreux-Jazz-Festival,['Electronic'],Montreux
"[' Robert Bonisolo ', ' Dado Moroni ', ' Stephan Kurmann ', ' Jorge Rossy ']",2014-07-18,Moroni-Bonisolo-Quartet,"['Jazz', 'Blues', 'Soul']",Basel
"['Dave Holland ', ' Dave Holland ', ' Kevin Eubanks ', ' Craig Taborn ', ' Eric Harland ']",2014-07-18,Festival-da-Jazz,"['Jazz', 'Blues', 'Soul']",St.-Moritz
['Le1f '],2014-07-18,Le1f-Abgesagt,"['Hip', 'Hop', ""R'n'B""]",D?dingen
['Pillow Talk '],2014-07-18,Pillow-Talk,['Pop'],Z?rich
"['Charlotte Saluste-Bridoux ', ' Ben Tarlton ', ' So Hyun Park ']",2014-07-19,Menuhin-Festival-Gstaad,['Classic'],Gstaad
"['Arabella Steinbacher ', ' Christian Zacharias ']",2014-07-19,Verbier-Festival,['Classic'],Verbier
['Tatjana Fuog '],2014-07-19,Orgelmusik-?ber-Mittag,['Classic'],Basel
['Nek '],2014-07-19,Nek,"['world', 'music']",Sch?nb?hl
"['Thomas Allen ', ' Caroline Dowdle ']",2014-07-19,Verbier-Festival,['Classic'],Verbier
[' Tal '],2014-07-19,Christophe-Ma?-&-Tal,['Pop'],null
['Thomas Schoeffler Jr. '],2014-07-19,Blue-Balls-Festival,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Luzern
['Sleaford Mods '],2014-07-19,Blue-Balls-Festival,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Luzern
[' Lord Benardo '],2014-07-19,Blue-Balls-Festival,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Luzern
['Daniel Roos '],2014-07-19,Piano-Entertainment,"['Hip', 'Hop', ""R'n'B""]",Luzern
[' Stephen Kovacevich '],2014-07-19,Verbier-Festival,['Classic'],Verbier
"['Arabella Steinbacher ', ' Christian Zacharias ']",2014-07-19,Verbier-Festival,['Classic'],Verbier
"[' Letizia Fiorenza ', ' David Sautter ']",2014-07-19,Sizilien-ist-?berall,"['world', 'music']",Uster
['Alexey Lebedev '],2014-07-19,Piano-Masters,['Classic'],Z?rich
['Thea Scoti '],2014-07-19,Blue-Balls-Festival,"['Jazz', 'Blues', 'Soul']",Luzern
"['Anne Sofie von Otter ', ' Bengt Forsberg ', ' Stian Carstensen ']",2014-07-19,Verbier-Festival,['Pop'],Verbier
['Allan Taylor '],2014-07-19,Allan-Taylor,['Pop'],Bern
"['Maxwells Dead ', ' support: Sean Arnold ']",2014-07-19,Maxwells-Dead,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Feuerthalen
['Billy Bragg '],2014-07-19,Stimmen,['Pop'],null
['Passenger '],2014-07-19,Blue-Balls-Festival,['Pop'],Luzern
['M '],2014-07-19,Montreux-Jazz-Festival,['Pop'],Montreux
[' Hot Club de Vienne '],2014-07-19,Montreux-Jazz-Festival,"['Jazz', 'Blues', 'Soul']",Montreux
['Fabian Manuel M?ller '],2014-07-19,Klingende-Schatten,"['Jazz', 'Blues', 'Soul']",Allschwil
['Travis '],2014-07-19,Blue-Balls-Festival,['Pop'],Luzern
"['Sunrise Avenue ', ' Family of the Year ']",2014-07-19,Moon-and-Stars,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Locarno
"['Ed Sheeran ', ' Mighty Oaks ']",2014-07-19,Montreux-Jazz-Festival,['Pop'],Montreux
['Meshell Ndegeocello '],2014-07-19,Kulturfestival-St.-Gallen,"['Hip', 'Hop', ""R'n'B""]",null
"[' Robert Bonisolo ', ' Dado Moroni ', ' Stephan Kurmann ', ' Jorge Rossy ']",2014-07-19,Moroni-Bonisolo-Quartet,"['Jazz', 'Blues', 'Soul']",Basel
"['David Greilsammer ', ' Yaron Herman ']",2014-07-19,Montreux-Jazz-Festival,"['Jazz', 'Blues', 'Soul']",Vevey
"['Mehliana ', ' Brad Mehldau ', ' Mark Guiliana ']",2014-07-19,Festival-da-Jazz,"['Jazz', 'Blues', 'Soul']",St.-Moritz
['Sexteto Hyperion '],2014-07-19,Abschlussball,"['world', 'music']",Z?rich
"['Alex WIlson Trio ', ' Alex Wilson ', ' Leon Duncan ', ' Marc Halbheer ']",2014-07-19,Festival-da-Jazz,"['Jazz', 'Blues', 'Soul']",St.-Moritz
"[' Jaco McPhearson ', ' Stormy Monday ', ' John Dolby DiBoy ', ' Tom Wallie ', ' Pedro Jezerbaum ']",2014-07-20,Festival-da-Jazz,"['Jazz', 'Blues', 'Soul']",St.-Moritz
['Ian Maksin '],2014-07-20,Sommer-Brunch-mit-Cello-Konzert,['Classic'],Stans
['Joaqu?n Ach?carro '],2014-07-20,Verbier-Festival,['Classic'],Verbier
"['Alex Hendriksen Quartet ', ' Christoph R?cz ']",2014-07-20,20-Jahre-Bird's-Eye-Club,"['Jazz', 'Blues', 'Soul']",Basel
['Ferenc Rados '],2014-07-20,Verbier-Festival,['Classic'],Verbier
"['Ludwig Geiger ', ' J?rg Bitterli ']",2014-07-20,Galeriekonzert-Heitere-Ges?nge,['Classic'],Walkringen
"[' Esther Hoppe ', ' J?rg D?hler ', ' Thomas Grossenbacher ']",2014-07-20,Sommerkl?nge,['Classic'],Zug
[' Christine Pollerus '],2014-07-20,Im-Flammenreich-des-Dis,['Classic'],Binningen
['Patrick Bruel '],2014-07-20,Patrick-Bruel,['Pop'],null
[' Tribute to George Gruntz '],2014-07-20,Menuhin-Festival-Gstaad,"['Jazz', 'Blues', 'Soul']",Saanen
[' Lord Benardo '],2014-07-20,Blue-Balls-Festival,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Luzern
['Daniil Trifonov '],2014-07-20,Verbier-Festival,['Classic'],Verbier
"['Charles Pasi ', "" Camille O'Sullivan ""]",2014-07-20,Stimmen,"['Jazz', 'Blues', 'Soul']",null
['Caro Emerald '],2014-07-20,Blue-Balls-Festival,"['Jazz', 'Blues', 'Soul']",Luzern
"['Daniel Hope ', ' Nancy Wu ', ' Lawrence Power ', ' Jonathan Cohen ', ' Marie-Elisabeth Hecker ', ' Leigh Mesh ', ' Anne Sofie von Otter ', ' Simon Crawford-Phillips ', ' Martin Helmchen ']",2014-07-20,Verbier-Festival,['Classic'],Verbier
['Archive '],2014-07-20,Blue-Balls-Festival,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Luzern
"['Meshell Ndegeocello ', ' Meshell Ndegeocello ', ' Chris Bruce ', ' Jebin Bruni ', ' Earl Harvin ']",2014-07-20,Festival-da-Jazz,"['Jazz', 'Blues', 'Soul']",St.-Moritz
['Konshens '],2014-07-20,Konshens,"['Hip', 'Hop', ""R'n'B""]",Z?rich
"[' Jaco McPhearson ', ' Stormy Monday ', ' John DiBoy ', ' Tom Wallie ', ' Pedro Jezerbaum ']",2014-07-20,Festival-da-Jazz,"['Jazz', 'Blues', 'Soul']",St.-Moritz
['Jan Lisiecki '],2014-07-21,Verbier-Festival,['Classic'],Verbier
['Jason Serious '],2014-07-21,Blue-Balls-Festival,['Electronic'],Luzern
[' Howlin Rain '],2014-07-21,Blue-Balls-Festival,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Luzern
[' Cara '],2014-07-21,Blue-Balls-Festival,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Luzern
"[' Ruxandra Donose ', ' Ram?n Vargas ', ' Willard White ', ' Charles Dekeyser ']",2014-07-21,Verbier-Festival,['Classic'],Verbier
"['Baiba Skride ', ' Sol Gabetta ', ' Christian Zacharias ']",2014-07-21,Menuhin-Festival-Gstaad,['Classic'],Saanen
['Sarah Lancman '],2014-07-21,Blue-Balls-Festival,"['Jazz', 'Blues', 'Soul']",Luzern
"['Anna Calvi ', ' Lasse Matthiessen ']",2014-07-21,Stimmen,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",null
['Sophie Zelmani '],2014-07-21,Blue-Balls-Festival,['Pop'],Luzern
['Grigory Sokolov '],2014-07-21,Verbier-Festival,['Classic'],Verbier
"['Tim Kliphuis ', ' Nigel Clark ', ' Roy Percy ']",2014-07-21,Youth-Classics,"['Jazz', 'Blues', 'Soul']",Rheinau
"['The Hives ', ' The Subways ']",2014-07-21,Blue-Balls-Festival,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Luzern
"['Marie-Elisabeth Hecker ', ' Martin Helmchen ']",2014-07-22,Verbier-Festival,['Classic'],Verbier
"['A Tribe Called Red ', ' Jungle ', ' Jagwar Ma ']",2014-07-22,Pal?o-Festival,['Electronic'],Nyon
"['Talisco ', ' Catfish ']",2014-07-22,Pal?o-Festival,['Pop'],Nyon
"['M.I.A. ', ' Gesaffelstein ', ' Jake Bugg ', ' Girls in Hawaii ']",2014-07-22,Pal?o-Festival,['Electronic'],Nyon
"['Karamelo Santo ', ' Meridian Brothers ', ' La Chiva Gantiva ']",2014-07-22,Pal?o-Festival,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Nyon
['Mark Tenger '],2014-07-22,Piano-Entertainment,"['Hip', 'Hop', ""R'n'B""]",Luzern
['Lisa Mills '],2014-07-22,Blue-Balls-Festival,['Pop'],Luzern
"['Shannon Saunders ', ' The Night VI ']",2014-07-22,Blue-Balls-Festival,['Pop'],Luzern
"[' Cara ', ' Chotokoeu ']",2014-07-22,Blue-Balls-Festival,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Luzern
"['The Black Keys ', ' Thirty Seconds to Mars ', ' Ga?tan Roussel ']",2014-07-22,Pal?o-Festival,['Pop'],Nyon
[' Thomas Hampson '],2014-07-22,Verbier-Festival,['Classic'],Verbier
"[' Julie Fahrer ', ' Sebastian Hirsig ']",2014-07-22,Blue-Balls-Festival,"['Jazz', 'Blues', 'Soul']",Luzern
['Agnes Obel '],2014-07-22,Blue-Balls-Festival,['Pop'],Luzern
"['Daniel Hope ', ' Jonathan Cohen ', ' Emanuele Forni ', ' Michael Metzler ', ' Naoki Kitaya ']",2014-07-22,Verbier-Festival,['Classic'],Verbier
['Gentleman '],2014-07-22,Blue-Balls-Festival,"['Hip', 'Hop', ""R'n'B""]",Luzern
"['Tom Harrell ', ' Tom Harrell ', ' Wayne Escoffery ', ' Jaleel Shaw ', ' Esperanza Spalding ', ' Ugonna Okegwo ', ' Johnathan Blake ']",2014-07-22,Festival-da-Jazz,"['Jazz', 'Blues', 'Soul']",St.-Moritz
"['Mischa Maisky ', ' Lily Maisky ']",2014-07-23,Verbier-Festival,['Classic'],Verbier
"['Mischa Maisky ', ' Lily Maisky ']",2014-07-23,Verbier-Festival,['Classic'],Verbier
[' Steven Isserlis '],2014-07-23,Verbier-Festival,['Classic'],Verbier
"[' Fixi ', ' Cats on Trees ']",2014-07-23,Pal?o-Festival,['Pop'],Nyon
"['Ky Mani Marley ', "" Fat Freddy's Drop "", ' Na?men ']",2014-07-23,Pal?o-Festival,"['Hip', 'Hop', ""R'n'B""]",Nyon
"['Frikstailers ', ' La Chiva Gantiva ', ' Meridian Brothers ']",2014-07-23,Pal?o-Festival,['Electronic'],Nyon
"['Luciana y Amadeo ', ' Luciana Gabriela Miguel ', ' Amadeo Zunino ']",2014-07-23,Luciana-y-Amadeo,"['world', 'music']",Baden
['Christian Mettler '],2014-07-23,Piano-Entertainment,['Pop'],Luzern
['Graine Duffy '],2014-07-23,Blue-Balls-Festival,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Luzern
[' Hudson Taylor '],2014-07-23,Blue-Balls-Festival,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Luzern
"[' Cara ', ' Nim?o ']",2014-07-23,Blue-Balls-Festival,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Luzern
['John Scott Whiteley '],2014-07-23,Internationale-Orgelkonzerte-Sommerzyklus,['Classic'],Z?rich
"['Stromae ', ' Jack Johnson ', ' Seasick Steve ']",2014-07-23,Pal?o-Festival,['Pop'],Nyon
"['The Brand New Heavies ', ' Dawn Joseph ', ' Jim Hunt ', ' Dan Carpenter ', ' Matt Steele ', ' Simon Bartholomew ', ' Andrew Levy ', ' Lily Gonzales ', ' Jan Kincaid ']",2014-07-23,Festival-da-Jazz,"['Jazz', 'Blues', 'Soul']",Samedan
['Evgeny Kissin '],2014-07-23,Verbier-Festival,['Classic'],Verbier
"['Maximilian Schmitt ', ' Gerold Huber ']",2014-07-23,Menuhin-Festival-Gstaad,['Classic'],null
"[' Andrea Koll? ', ' Barbara Stegemann ', ' Heinrich M?tzener ', ' Thomas M?ller ', ' Elisabeth G?ring ', ' Alexander Boeschoten ']",2014-07-23,Serenade-im-Park,['Classic'],Z?rich
['James Blunt '],2014-07-23,Blue-Balls-Festival,['Pop'],Luzern
['Elton John '],2014-07-23,Stimmen,['Pop'],null
['Ibibio Sound Machine '],2014-07-23,Am-Schluss,"['Hip', 'Hop', ""R'n'B""]",Thun
"['Ray Chen ', ' Arabella Steinbacher ', ' Kirill Troussov ', ' Nancy Wu ', ' Lawrence Power ', ' Adrian Brendel ', ' Leigh Mesh ', ' Sylvia Schwartz ', ' Joaqu?n Ach?carro ', ' Jan Lisiecki ']",2014-07-23,Verbier-Festival,['Classic'],Verbier
"[' Michael von der Heide ', ' Martin Buess ']",2014-07-23,Michael-von-der-Heide,['Pop'],Z?rich
"['Rita Ora ', ' Maria Mena ']",2014-07-23,Blue-Balls-Festival,['Pop'],Luzern
[' The April Fishes '],2014-07-23,Kulturfestival-St.-Gallen,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",null
['Alborosie '],2014-07-23,Alborosie,"['Hip', 'Hop', ""R'n'B""]",Z?rich
"[' Olivier Ker Ourio ', ' Thomas Dobler ', ' Thierry Lang ', ' Stephan Kurmann ', ' Peter Schmidlin ']",2014-07-23,Montreux-Jazz-Quartet-feat.-Olivier-Ker-Ourio,"['Jazz', 'Blues', 'Soul']",Basel
"['Henrik Freischlader ', ' Kalle Reuter Power Trio ']",2014-07-23,Magic-Blues-Festival,"['Jazz', 'Blues', 'Soul']",Maggia
"['Ray Chen ', ' Julien Quentin ']",2014-07-24,Verbier-Festival,['Classic'],Verbier
[' Jonathan Papp '],2014-07-24,Verbier-Festival,['Classic'],Verbier
"['St. L? ', ' Kl? Pelgag ', ' Lisa LeBlanc ']",2014-07-24,Pal?o-Festival,"['Hip', 'Hop', ""R'n'B""]",Nyon
"['La Rue Ketanou ', ' The Parov Stelar Band ', ' Grand Corps Malade ', ' The Excitements ']",2014-07-24,Pal?o-Festival,['Pop'],Nyon
"['Matanza ', ' Cumbia All Stars ', ' Cimarron ', ' Bigote DJ Set ']",2014-07-24,Pal?o-Festival,['Electronic'],Nyon
['Milhouse Palacios '],2014-07-24,Blue-Balls-Festival,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Luzern
[' Blues Pills '],2014-07-24,Blue-Balls-Festival,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Luzern
['Hellabama Honky Tonks '],2014-07-24,Blue-Balls-Festival,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Luzern
[' Orleans Avenue '],2014-07-24,Pal?o-Festival,['Pop'],Nyon
"[' Ekaterina Semenchuk ', ' Daniil Trifonov ']",2014-07-24,Verbier-Festival,['Classic'],Verbier
[' conductor: Christian Zacharias '],2014-07-24,Menuhin-Festival-Gstaad,['Classic'],Saanen
['Goldfrapp '],2014-07-24,Blue-Balls-Festival,['Pop'],Luzern
['The Boss Hoss '],2014-07-24,Stimmen,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",null
[' Bamada '],2014-07-24,Am-Schluss,"['world', 'music']",Thun
"[' Lawrence Power ', ' Frans Helmerson ']",2014-07-24,Verbier-Festival,['Classic'],Verbier
"[""Fat Freddy's Drop "", ' Jamie Woon ']",2014-07-24,Blue-Balls-Festival,"['Hip', 'Hop', ""R'n'B""]",Luzern
"[' Olivier Ker Ourio ', ' Thomas Dobler ', ' Thierry Lang ', ' Stephan Kurmann ', ' Peter Schmidlin ']",2014-07-24,Montreux-Jazz-Quartet-feat.-Olivier-Ker-Ourio,"['Jazz', 'Blues', 'Soul']",Basel
['Radio Moscow '],2014-07-24,Radio-Moscow,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Z?rich
"[' Joileah Concepcion ', ' Raphael Peter ', ' Martin Luzio ']",2014-07-24,Stadtsommer,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Z?rich
"['Lucky Peterson ', ' Mike Seeber Trio ']",2014-07-24,Magic-Blues-Festival,"['Jazz', 'Blues', 'Soul']",Maggia
"['Joshua Redman Quartet ', ' Joshua Redman ', ' Aaron Goldberg ', ' Reuben Rogers ', ' Gregory Hutchinson ']",2014-07-24,Festival-da-Jazz,"['Jazz', 'Blues', 'Soul']",St.-Moritz
"[' Michael Bucher ', ' Thomas Bauser ', ' Lukas Mantel ']",2014-07-24,Festival-da-Jazz,"['Jazz', 'Blues', 'Soul']",St.-Moritz
"['Atalla Ayan ', ' James Vaughan ']",2014-07-25,Verbier-Festival,['Classic'],Verbier
"['Kaiser Chiefs ', ' Tyler the Creator ', ' Vitalic ', ' Frittenbude ']",2014-07-25,Openair-Lumnezia,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Degen
"[""Salut c'est cool "", ' Fills Monkey ', ' Florent Marchet ']",2014-07-25,Pal?o-Festival,['Electronic'],Nyon
['Bombay Show Pig '],2014-07-25,Pal?o-Festival,['Pop'],Nyon
"['Bernard Lavilliers ', ' Carbon Airways ', ' Maxime Le Forestier ', "" Les Ogres de Barback et la Fanfare Eyo'nl? ""]",2014-07-25,Pal?o-Festival,['Pop'],Nyon
