,Unnamed: 0,location,event,date,artists,genre
205,5,Basel,The-Medium-Stimme-allein,2013-01-17,"['Anne-May Krüger ', ' Robert Koller ']",Classic
206,6,Bern,Konzert,2013-01-17,"['Beat Anderwert ', ' Anna Vasilyeva ', ' Nada Anderwert ', ' Joel Marosi ']",Classic
207,7,Liebefeld,Thomas-Lüthi's-Biwak,2013-01-17,"[' Thomas Lüthi ', ' Arne Huber ', ' Claudio Strüby ']",
208,8,Zürich,ZKO-Meets,2013-01-17,"[' Nik Bärtsch ', ' Sha ', ' Mats Eser ']",Classic
209,9,Moods,Zürich,2013-01-17,"[' Fabio Pinto ', ' Alex Maurer ', ' Jeremias Keller ', ' Claire Huguenin ']",Kamikaze
210,10,Bern,Projektwoche-Jazz,2013-01-17,"[' Rea Dubach ', ' Lino Blöchlinger ', ' Fabian Baur ', ' Daniel Weber ', ' Laura Wiesmann ', ' Laura Schuler ', ' Simone Hager ', ' Lisa Hoppe ']",
211,11,KiFF,Aarau,2013-01-17,['Dota '],Dota
212,12,Kammgarn,Schaffhausen,2013-01-17,['Cara '],Cara
213,13,Basel,Lars-Lindvall-Big-Band,2013-01-17,"[' John Voirol ', ' Matthias Kohler ', ' Wege Wüthrich ', ' Christian Schütz ', ' Omar Kramis ', ' Wolfgang Zumpe ', ' Mike Maurer ', ' Jonas Winterhalter ', ' Lars Lindvall ', ' Lukas Briggen ', ' Lukas Wyss ', ' Simon Petermann ']",
214,14,Thalwil,Luke-&-Thom,2013-01-17,"[' Thomas Grüninger ', ' Lukas Heuss ']",Pop
215,15,Baden,Os-Desafinados,2013-01-17,[' Dalia Donadio '],
216,16,Chollerhalle,Zug,2013-01-17,['Eastern Standard Time '],
217,17,Luzern,Suisse-Diagonales-Jazz,2013-01-17,"[' Josquin Rosset ', ' Gabriel Meyer ', ' Jan Geiger ']",
218,18,Zürich,Salsamania,2013-01-17,['DJs Mauri '],
219,19,Bogen-F,Zürich,2013-01-17,['Sofa Surfers '],
220,20,Reussbühl,Caprice-Frauenrock,2013-01-17,"['Andrea Gygax ', ' Alexandra Huber ', ' Angela Beffa ', ' Simone Lustenberger ', ' Danja Schwegler ', ' Julia Keller ']",
221,21,Liebefeld,Doran-Känzig-Hemingway,2013-01-17,"['Doran-Känzig-Hemingway ', ' Christy Doran ', ' Heiri Känzig ', ' Gerry Hemingway ']",
222,22,Zürich,Sandra-Rayne,2013-01-17,"[' Sandra Rayne ', ' Tobias Schmid ', ' Christa Kohli ']",
223,0,Basel,Orgelspiel-zum-Feierabend,2013-01-18,['Tomoko Iwasa '],Classic
224,1,Zürich,Konzert,2013-01-18,[' András Schiff '],Classic
225,2,null,International-Piano-Series,2013-01-18,['Yevgeny Sudbin '],Classic
226,3,null,3.-Meisterzyklus-Konzert,2013-01-18,[' Ewa Kupiec '],Classic
227,4,Rote-Fabrik,Zürich,2013-01-18,[' Scumbucket '],Navel
228,5,Volkshaus,Zürich,2013-01-18,['Clannad '],Clannad
229,6,Winterthur,Del-Norte-al-Sur,2013-01-18,"[' Iva Denes ', ' Sophie Chaillot ', ' Tanja von Arx ']",Classic
230,7,Kaufleuten,Zürich,2013-01-18,['Caravan Palace '],
231,8,Olten,Festival-Strings-Lucerne,2013-01-18,"['Daniel Hope ', ' Vital-Julian Frey ', ' Christina Fassbender ']",Classic
232,9,Stadttheater-Bern-(Vidmarhallen),Liebefeld,2013-01-18,"[' Adrian Pflugshaupt ', ' Reto Suhner ', ' Jürg Bucher ', ' Till Grünewald ']",
233,10,null,Yuan-Trio,2013-01-18,"[' Claude Diallo ', ' Martijn Vanbuel ', ' Wen Hui Tsai ']",
234,11,Baden,The-Adam-Holzmann-Trio,2013-01-18,"[' Adam Holzmann ', ' Roland Heinz ', ' Jeff Hirshfield ']",
235,12,Schaffhausen,Lorenzo-Petrocca-Organ-Trio-feat.-Jürgen-Bothner,2013-01-18,"['Lorenzo Petrocca ', ' Jürgen Bothner ', ' Thomas Bauser ', ' ']",Classic
236,13,Kirchberg,Antonia,2013-01-18,['Antonia '],traditional
237,14,Moods,Zürich,2013-01-18,"[' Greis ', ' Benjamin Noti ', ' Claude Bucher ', ' JJ Flück ']",Greis
238,15,Bern,Iscapes-3,2013-01-18,"[' James Bailey ', ' Christian Rösli ', ' Marius Peyer ', ' Fabian Gutscher ', ' Thomas Winkler ']",
239,16,Baden,Chicago-Swing-Rats,2013-01-18,"[' Hansruedi Gattiker ', ' Charlie Schumacher ', ' Bruce Roberts ', ' Urs Bolle Rellstab ', ' Hans Krauer ', ' Ernst Grädel ', ' René Grimm ']",
240,17,Uster,7-Pines,2013-01-18,"[' Peter Scheidegger ', ' Herman Peter ', ' Bruno Haag ']",
241,18,Luzern,Suisse-Diagonales-Jazz,2013-01-18,"[' Gaël Zwahlen ', ' Lionel Gafner ', ' Adrien Guerne ', ' Lionel Friedli ']",
242,19,Basel,John-Marshall-&-Ferdinand-Povel-Quintet,2013-01-18,"[' John Marshall ', ' Ferdinand Povel ', ' Andrea Pozza ', ' Stephan Kurmann ', ' Peter Schmidlin ']",
243,20,Reitschule-Dachstock,Bern,2013-01-18,"['Sofa Surfers ', ' Markus Kienzl ']",
244,21,Mühle-Hunziken,Rubigen,2013-01-18,['Container 6 '],
245,22,Luzern,End-of-Silence,2013-01-18,['End of Silence '],
246,23,Palace,Sankt-Gallen,2013-01-18,['The Great Hans Unstern Swindle '],
247,24,Bern,Dorit-Chrysler,2013-01-18,"['Dorit Chrysler ', ' Patrik Fitzgerald ']",Pop
248,25,Baden,Liquid-Land,2013-01-18,"[' Simon Berz ', ' Moose Jackson ', ' Rob Cambre ', ' Justin Peake ', ' Aurora Nealand ']",
249,26,Kammgarn,Schaffhausen,2013-01-18,['Karma to Burn '],
250,27,Buchs,The-Pearlbreakers,2013-01-18,['The Pearlbreakers '],
251,28,Zug,The-Sawyer-Family,2013-01-18,['The Sawyer Family '],
252,29,Basel,Samuel-Mösching-Trio,2013-01-18,"[' Samuel Mösching ', ' Lisa Hoppe ', ' Carlo Moreni ']",
253,30,Liebefeld,Tuesday-Jazz-Jam,2013-01-18,"['Fabian M. Mueller ', ' Marco Müller ', ' Dominic Egli ']",
254,31,Liebefeld,Dejan-Terzic,2013-01-18,"[' Hayden Chisholm ', ' Achim Kaufmann ', ' Ronny Graupe ', ' Dejan Terzic ']",
255,32,Reussbühl,Last-Avenue,2013-01-18,"[' Martin Gaisser ', ' Mathias Bucher ', ' Jérémie Bochet ', ' Samuel Jäggi ']",
256,33,KiFF,Aarau,2013-01-18,['Yesterday Shop '],
257,34,Kulturfabrik-Kofmehl,Solothurn,2013-01-18,['Eastern Standard Time '],
258,35,Lausanne,Chris-Liebing,2013-01-18,['Chris Liebing '],Electronic
259,0,Winterthur,Voices-From-the-Desert,2013-01-19,"['Einat Betzalel ', ' Hakim Boukhit ']",
260,1,Winterthur,Virtuoses-Violoncello,2013-01-19,[' Pieter Wispelwey '],Classic
261,2,Dietikon,Psalmen-Starke-Worte-in-bewegenden-Vertonungen,2013-01-19,[' Elisabeth Berner '],Classic
262,3,Basel,Liquid-Land,2013-01-19,"[' Simon Berz ', ' Moose Jackson ', ' Rob Cambre ', ' Justin Peake ', ' Aurora Nealand ']",
263,4,Luzern,Festival-Strings-Lucerne,2013-01-19,"[' Daniel Hope ', ' Christina Fassbender ', ' Vital Julian Frey ']",Classic
264,5,Zürich,Weltklassik-am-Klavier,2013-01-19,['Sunghoon Simon Hwang '],Classic
265,6,Zürich,Blasnost,2013-01-19,"[' Martin Carl ', ' Roger Nickl ', ' Flavio Rohner ', ' Flavio Spirgi ']",
266,7,Liebefeld,Florian-Favre-Trio,2013-01-19,"['Florian Favre Trio ', ' Florian Favre ', ' Manu Hagmann ', ' Kevin Chesham ']",
267,8,Zürich,Betontod,2013-01-19,['Betontod '],
268,9,Luzern,Samuel-Mösching-Trio,2013-01-19,"[' Samuel Mösching ', ' Lisa Hoppe ', ' Carlo Moreni ']",
269,10,Oberengstringen,Marco-von-Orelli-5,2013-01-19,"[' Marco von Orelli ', ' Lukas Briggen ', ' Michel Wintsch ', ' Kaspar von Grünigen ', ' Samuel Dühsler ']",
270,11,Zürich,Herman-Van-Veen,2013-01-19,['Herman Van Veen '],Pop
271,12,Wetzikon,U-Brown,2013-01-19,"['U Brown ', ' Boomrush Backup ']",
272,13,Zürich,Sezen-Aksu,2013-01-19,['Sezen Aksu '],
273,14,Basel,John-Marshall-&-Ferdinand-Povel-Quintet,2013-01-19,"[' John Marshall ', ' Ferdinand Povel ', ' Andrea Pozza ', ' Stephan Kurmann ', ' Peter Schmidlin ']",
274,15,Salle-des-fêtes-de-Thônex,Thônex,2013-01-19,['Caravan Palace '],
275,16,Klosters,Nathalie-Maerten-Quartett,2013-01-19,"[' Nathalie Maerten ', ' Christian Müller ', ' Vito Cadonau ', ' Rolf Caflisch ']",
276,17,Baden,Donadio-Ensemble,2013-01-19,"[' Dalia Donadio ', ' Madlen Donadio ', ' Moreno Donadio ', ' Toni Donadio ', ' Peter Tico Keller ']",
277,18,Bern,Aeywaeg,2013-01-19,"[' Robert Buri ', ' Kevin Buri ', ' Hansueli Oesch ', ' Miro Rutscho ', ' Bobby Wissmann ']",
278,19,Musikzentrum-Sedel,Luzern,2013-01-19,['The Vibrators '],
279,20,Baden,Redska,2013-01-19,['Redska '],
280,21,Reussbühl,The-Pearlbreakers,2013-01-19,"[' Alessandro Rosi ', ' Dominik Eberle ', ' Raphael Felber ', ' Fabian Eberle ']",
281,22,Bern,500-10-Unlimited,2013-01-19,"[' Ania Losinger ', ' Mats Eser ']",Electronic
282,23,Basel,Grindsoirée-Nr.-2,2013-01-19,"['Corrosive ', ' Accion Mutante ', ' Haut & Courte ', ' Mindflaire ', ' Schmand ']",
283,24,Bern,Tour-de-Lorraine,2013-01-19,['Kofelgschroa '],Pop
284,25,Liebefeld,Malcolm-Braff,2013-01-19,"[' Malcolm Braff ', ' Reggie Washington ', ' Lukas König ']",
285,26,Bern,Tour-de-Lorraine,2013-01-19,['Angelika Express '],
286,27,Zürich,Mambo-Swiss-Party,2013-01-19,"['DJs Mango Alemania ', ' Delirio ']",
287,28,Stall-6,Zürich,2013-01-19,['The Great Hans Unstern Swindle '],
288,29,Bar-Rossi,Zürich,2013-01-19,['Einat & Hakim '],Hakim
289,30,Bern,Tour-de-Lorraine,2013-01-19,"['Système D ', ' Lena Stöhrfaktor ']",
290,31,Liebefeld,Kaos-Protokoll,2013-01-19,"[' Marc Stucki ', ' Benedikt Wieland ', ' Rico Baumann ']",
291,32,D!-Club,Lausanne,2013-01-19,['Dada Life '],
292,0,Laufen,Regio-Six-Jazzband,2013-01-20,"[' Norbert Ackermann ', ' Pierre Bernhard ', ' Rolph Dreier ', ' René Marzolf ', ' Roland Meder ', ' Gert Schimak ']",
293,1,Basel,Focus-Das-Leben-als-Ansichtskarte,2013-01-20,['Fritz Hauser '],Classic
294,2,Basel,AMG-Sonntagsmatinee,2013-01-20,[' Pieter Wispelwey '],Classic
295,3,Bern,Matinée-3,2013-01-20,[' Benjamin Schmid '],Classic
296,4,Bern,Wiener-Schule-Wiener-Klassik,2013-01-20,"[' Andreas Graf ', ' Wei-Zhong Lu ', ' Wen Lu-Hu ']",Classic
297,5,Luzern,Lutoslawski-zu-Ehren,2013-01-20,[' Krystian Zimerman '],Classic
298,6,Palais-des-Congrès,null,2013-01-20,"[' Corinne A. Sutter ', ' Bettina Weder ', ' Ricardo Mirabelli ', ' Ulrich S. Eggimann ']",Classic
299,7,Rapperswil,Musik-im-Schloss-III,2013-01-20,"['Jonathan Peek ', ' Naoki Kitaya ', ' Maurice Steger ', ' ']",Classic
300,8,null,Concert-à-la-russe,2013-01-20,"['Alexey Lavrentyev ', ' Sergey Mushtakoff ', ' Igor Morosow ']",Classic
301,9,Winterthur,Warum-nicht-ruhig-sein-Schweizer-Musik-zu-Robert-Walser,2013-01-20,"['L. Pfister ', ' E. Rütsche ', ' R. Rütti ', ' E. Streiff ']",Classic
302,10,Stanzerei,Baden,2013-01-20,"[' David Frühwirth ', ' Johannes Zahlten ']",
303,11,Stettlen,Klavierrezital,2013-01-20,['Silvia Harnisch '],Classic
304,12,Bern,Erlösung-Mozart,2013-01-20,[' Jean-Sélim Abdelmoula '],Classic
305,13,Zürich,André-Desponds,2013-01-20,['André Desponds '],
306,14,Wädenswil,Tanghi-celebri,2013-01-20,"['Karel Boeschoten ', ' Fulvia Mancini ', ' Kristóf Zámbó ', ' Jürg Luchsinger ', ' Benjamin Engeli ']",Classic
307,15,null,Netrebko-Carreras-Schrott,2013-01-20,"['Anna Netrebko ', ' José Carreras ', ' Erwin Schrott ']",Classic
308,16,Luzern,Marshall-Povel-Quintet,2013-01-20,"[' John Marshall ', ' Ferdinand Povel ', ' Andrea Pozza ', ' Stephan Kurmann ', ' Peter Schmidlin ']",
309,17,Liebefeld,Christoph-Stiefel-Isorhythm-Orchestra,2013-01-20,"[' Sarah Büchi ', ' Matthieu Michel ', ' Domenic Landolf ', ' Adrian Mears ', ' Christoph Stiefel ', ' Arne Huber ', ' Kevin Chesham ']",
310,18,Zürich,Dorit-Chrysler,2013-01-20,['Dorit Chrysler '],Electronic
311,19,Zürich,Lilly-Thornten-Quintett,2013-01-20,"['Lilly Thornten Quintett ', ' Lilly Thornton ', ' Christian Meyers ', ' Ull Möck ', ' Jens Loh ', ' Eckhard Stromer ']",
312,20,Zug,Herman-van-Veen,2013-01-20,['Herman van Veen '],Pop
313,21,Basel,Sareena-Overwater,2013-01-20,['Sareena Overwater '],
314,22,Zürich,Kammermusik-Soiree,2013-01-20,"[' András Schiff ', ' Simon Fuchs ', ' Felix-Andreas Genner ', ' Matthias Rácz ', ' Mischa Greull ']",Classic
315,23,Volkshaus,Zürich,2013-01-20,['Conor Oberst '],
316,24,Liebefeld,Le-Rex,2013-01-20,"[' Marc Stucki ', ' Benedikt Reising ', ' Andreas Tschopp ', ' Marc Unternährer ', ' Rico Baumann ']",
317,25,Kulturfabrik-Kofmehl,Solothurn,2013-01-20,['The Vibrators '],
318,0,Flawil,Annalise-Bereiter-Quartett,2013-01-21,"[' Erich Tiefenthaler ', ' Annalise Bereiter ', ' Stephan Reinthaler ', ' Reto Giacopuzzi ']",
319,1,Metronom,Zürich,2013-01-21,"[' Marianne Racine ', ' Vera Kappeler ']",Tuliaisia
320,2,Basel,Dialog,2013-01-21,"['Reinhold Friedrich ', ' works by Herbert Willi ']",Classic
321,3,Basel,Masterrezital,2013-01-21,"[' Erika Achermann ', ' Mirjana Reinhard ']",Classic
322,4,Baden,Urban-Spaces-Quartet,2013-01-21,"[' Francis Petter ', ' Edgar Marc Petter ', ' Peter Hunziker ', ' Bruno Huwyler ']",
323,5,Zürich,Studnitzky,2013-01-21,"['Studnitzky ', ' ADHD ', ' Sebastian Studnitzky ', ' Andreas Hourdakis ', ' Paul Kleber ', ' Tommy Baldu ', ' Oskar Gudjonsson ', ' Omar Gudjonsson ']",
324,0,Basel,Mittagskonzert,2013-01-22,[' Maria Shabashova '],Classic
325,1,Zürich,Ruosch-Solimine,2013-01-22,"[' Dave Ruosch ', ' Dani Solimine ']",
326,2,Basel,Masterrezital,2013-01-22,[' Silvan Loher '],Classic
327,3,Zürich,Preisträgerkonzert-Werkjahre-Stadt-Zürich,2013-01-22,"[' Marcus Weiss ', ' Teodoro Anzellotti ', ' Moritz Müllenbach ', ' Paolo Vignaroli ']",Classic
328,4,Basel,AMG-Solistenabend,2013-01-22,"['Thomas Hampson ', ' Wolfram Rieger ']",Classic
329,5,Tonhalle,Zürich,2013-01-22,"['Ron Carter ', ' Ron Carter ']",
330,6,Zürich,Urs-Bührer-70,2013-01-22,"['Boris Previic ', ' Matthias Arter ', ' Friedemann Treiber ', ' Jessica Rona ']",Classic
331,7,Zürich,Spleen-United,2013-01-22,['Spleen United '],
332,8,Winterthur,Denison-Witmer,2013-01-22,['Denison Witmer '],
333,9,Zürich,Paraskavedekatriaphobie,2013-01-22,"[' Stephan Wyss ', ' Dominik Blum ', ' Siro Müller ']",
334,10,Zürich,Mark-Eitzel,2013-01-22,['Mark Eitzel '],Pop
335,11,Zürich,Donny-McCaslin-Group,2013-01-22,"['Donny McCaslin Group ', ' Donny McCaslin ', ' Matt MItchell ', ' Tim Lefebvre ', ' Nate Wood ']",
336,0,Luzern,Jam-Night,2013-01-23,"['Aurel Hassler ', ' Christian Winiker ', ' Mani Zweili ', ' Mike Malloth ']",
337,1,Basel,COOP-Sinfoniekonzert,2013-01-23,[' Rossana Rossignoli '],Classic
338,2,Zürich,Konzert,2013-01-23,"[' James Gilchrist ', ' Ryszard Groblewski ', ' Emanuele Forni ']",Classic
339,3,Zürich,Jean-François-Lessard,2013-01-23,['Jean-François Lessard '],
340,4,Merkker,Baden,2013-01-23,['Giantree '],Giantree
341,5,Zürich,Moira,2013-01-23,"[' Carola Wirth ', ' Severin Graf ']",Pop
342,6,Winterthur,Plurism,2013-01-23,"[' Donat Fisch ', ' Raffaele Bossard ', ' Dominic Egli ']",
343,7,Zürich,James-Blood-Ulmer,2013-01-23,"['James Blood Ulmer ', ' James Blood Ulmer ', ' Queen Esther ', ' Mark Peterson ', ' G. Calvin Weston ']",
344,0,Basel,Lunchkonzert,2013-01-24,"['Andrea Suter ', ' Lilia Tripodi ', ' Markus Nykänen ', ' Ashley Prewett ', ' Rolando Garza ']",Classic
345,1,Luzern,Esswerk,2013-01-24,"[' Michael Leherbauer ', ' David Bokel ', ' Simon Borer ']",
346,2,Luzern,Esswerk,2013-01-24,"[' Michael Leherbauer ', ' David Bokel ', ' Simon Borer ']",
347,3,Exil,Zürich,2013-01-24,['Che Sudaka '],
348,4,Sommercasino,Basel,2013-01-24,['Napalm Death '],
349,5,Zürich,Momentaufnahme,2013-01-24,"['Gabriela Tanner ', ' Susanne Petersen ', ' Verena Barbara Gohl ', ' Christina Jaccard ']",Pop
350,6,Zürich,Thursday-Night-Jazz,2013-01-24,"[' Rebecca Spiteri ', ' Jürg Ramspeck ', ' Joel Reiff ', ' Rolf Lyssy ']",
351,7,Winterthur,Innovantiqua-Winterthur,2013-01-24,"['Donzela guerreira ', ' Marilia Vargas ']",
352,8,Basel,Volkssinfoniekonzert,2013-01-24,[' Rossana Rossignoli '],Classic
353,9,Basel,Afterhours,2013-01-24,[' Giulia del Re '],
354,10,Zürich,Mis-Dach-isch-de-Himmel-vo-Züüri,2013-01-24,"['Rea Claudia Kost ', ' Samuel Zünd ', ' Daniel Fueter ']",Pop
355,11,Basel,The-Blackberry-Brandies,2013-01-24,['The Blackberry Brandies '],
356,12,Kloten,Diggin-the-Blues,2013-01-24,"[' Marco Leali ', ' Reiny Schnyder ', ' Hp Brack ', ' Marcel Rüegg ']",
357,13,Solothurn,Amelia-Curran,2013-01-24,['Amelia Curran '],Pop
358,14,Baden,Jazzinteam,2013-01-24,"[' Gitte Deubelbeiss ', ' Ruedi Vögeli ']",
359,15,Thalwil,Hausquartett,2013-01-24,"[' Hämi Hämmerli ', ' Christoph Baumann ', ' Tony Renold ', ' Isa Wiss ']",
360,16,Musik-Container,Uster,2013-01-24,"[' Claudia Greber ', ' Fabienne Ambühl ', ' Simon Iten ']",
361,17,Zürich,Rémi-Panossian-Trio-feat.-Johänntgen-&-Köster,2013-01-24,"[' Rémi Panossian ', ' Maxime Delporte ', ' Frédéric Petitprez ', ' Frederik Köster ', ' Nicole Johänntgen ']",
362,18,Dübendorf,Racine-Kappeler,2013-01-24,"[' Marianne Racine ', ' Vera Kappeler ']",
363,19,Cargo-Bar,Basel,2013-01-24,"[' Pink Pedrazzi ', ' Mike Bischof ']",Pink
364,20,Winterthur,Die-Blockflöte-des-Todes,2013-01-24,['Die Blockflöte des Todes '],
365,21,Basel,Nachtstrom-62,2013-01-24,['Paulo Ferreira-Lopes '],Classic
366,22,Bern,Scumbucket,2013-01-24,['Scumbucket '],
367,23,Zürich,JJ-&-Palin,2013-01-24,['JJ & Palin '],Pop
368,24,Zürich,Rea-Som,2013-01-24,"[' Rea Hunziker ', ' Nino Wenger ', ' Sebastian Pietrowiak ', ' Gianluca Giger ', ' Freddy Benitez ']",
369,0,Basel,Midi-musique-Ein-slawischer-Winter,2013-01-25,"[' Maja Barroso Lisac ', ' Lev Pupis ', ' Christina Wyss ', ' Rahel Kohler ', ' Claudia Vollenweider ', ' Mario Giovannelli ']",Classic
370,1,Winterthur,Midi-Musical,2013-01-25,"['Tobias Frankenreiter ', ' Kenneth Henderson ', ' Jennifer Kay Aynilian ', ' Gaëtan Lagrange ', ' Carla Blackwood ']",Classic
371,2,Basel,Orgelspiel-zum-Feierabend,2013-01-25,['Susanne Doll '],Classic
372,3,Zürich,Colors-of-Strings,2013-01-25,"[' Michele Siciliano ', ' Nino Lentini ']",Pop
373,4,Luzern,Das-Grosse-Chinesische-Neujahrskonzert,2013-01-25,"[' Luo Xiaoci ', ' Duan Aiai ', ' Chen Yan ', ' Zhou Tao ', ' Tang Xiaofeng ']",Classic
374,5,Winterthur,Kammermusik-aus-der-Schweiz,2013-01-25,"[' Robert Koller ', ' Jeannine Hirzel ']",Classic
375,6,Oberengstringen,Christoph-Irniger-Quintett,2013-01-25,"[' Christoph Irniger ', ' Dave Gisler ', ' Stefan Aeby ', ' Luca Sisera ', ' Michi Stulz ']",
376,7,Aarau,Crazy-Lixx,2013-01-25,['Crazy Lixx '],
377,8,Altikon,Hellmüller-Risso-Papaux,2013-01-25,"[' Franz Hellmüller ', ' Stefano Risso ', ' Marcel Papaux ']",
378,9,Zug,Hagen-Quartett,2013-01-25,"['Lukas Hagen ', ' Rainer Schmidt ', ' Veronika Hagen ', ' Clemens Hagen ']",Classic
379,10,Zürich,Kendrick-Lamar,2013-01-25,['Kendrick Lamar '],
380,11,Rote-Fabrik,Zürich,2013-01-25,"['Wallis Bird ', ' Honig ']",
381,12,Zürich,Gavlyn,2013-01-25,['Gavlyn '],
382,13,Schaffhausen,Alexander-Kuhn-Quartett,2013-01-25,"[' Alexander Kuhn ', ' Syberen van Munster ', ' Jens Loh ', ' Axel Pape ']",
383,14,Baden,Hang-Loose,2013-01-25,"[' Roger Zeller ', ' Joe Schwach ', ' Pädu Ziswiler ', ' Herb Bucher ']",
384,15,Zürich,Fabian-Anderhub,2013-01-25,"['Fabian Anderhub ', ' Fabian Anderhub ', ' Dominik Rüegg ', ' Luca Leombruni ', ' Walter Kaiser ']",
385,16,Kaserne,Basel,2013-01-25,['Get Well Soon '],
386,17,Luzern,Shady-&-The-Vamp,2013-01-25,['Shady & The Vamp '],
387,18,Wil,Amusement-Parks-on-Fire,2013-01-25,"['Amusement Parks on Fire ', ' support: All Eyes West ']",Pop
388,19,Bern,Mutiny-on-the-Bounty,2013-01-25,['Mutiny on the Bounty '],
389,20,Basel,Cube-Concert,2013-01-25,[' Jens-Peter Maintz '],Classic
390,21,Solothurn,Modestep,2013-01-25,['Modestep '],Electronic
391,22,Chur,Fler,2013-01-25,['Fler '],
392,23,Reussbühl,Dark-Cloud,2013-01-25,['Dark Cloud '],
393,24,Zürich,Steem,2013-01-25,"[' Benno Ernst ', ' Dave Eichenberger ', ' Christian Buehrle ']",Pop
394,25,null,Mickie-Krause,2013-01-25,['Mickie Krause '],Pop
395,26,Lausanne,M.a.n.d.y.,2013-01-25,[' Wankelmut '],Electronic
396,0,Zürich,Der-Tonräuber-Szenisches-Familienkonzert,2013-01-26,"['Yukiko Ishibashi ', ' Luis Esnaola ', ' Ursula Sarnthein ', ' Christine Hu ']",Classic
397,1,Zürich,Wo-ist-Mami-Krabbel-Konzert,2013-01-26,"['Roman Schmid ', ' Xavier Alig ', ' Naoki Kitaya ', ' Silvan Hürlimann ']",Classic
398,2,Alte-Kaserne,Zürich,2013-01-26,"['Asphyx ', ' 1349 ', ' Vader ', ' Ragnarok ', ' Aborted ', ' Bonded By Blood ']",Aborted
399,3,Aarau,Jazz,2013-01-26,"[' Danilo Boggini ', ' Sandro di Pisa ', ' Alberto Guareschi ', ' Mauro Pesenti ']",
400,4,-Halle-1019,Winterthur,2013-01-26,[' Edmauro de Oliveira '],
401,5,Bern,Konzert,2013-01-26,['Claire Huangci '],Classic
402,6,Zürich,"""Feuerzungen""-Jubiläumskonzert",2013-01-26,"['Kammerorchester der Philharmonie Novosibirsk ', ' Martin Heini ', ' Marco Schubiger ']",Classic
403,7,null,Angry-Buddha,2013-01-26,"['Angry Buddha ', ' Drizella ']",
404,8,Buochs,Musikalisches-Opfer,2013-01-26,"['Mazrice Heugen ', ' Bartek Niziol ', ' Alexander Brincken ']",Classic
405,9,Zürich,Konzert,2013-01-26,[' conductor: Alain Altinoglu '],Classic
406,10,-Alte-Kirche,Boswil,2013-01-26,"[' Heidi-Maria Makkonen ', ' Olivia Schenkel ', ' Christian Hieronymi ', ' Yvonne Ritter ']",Classic
407,11,Luzern,Giuseppe-Verdi,2013-01-26,"[' Markus Wursch ', ' Ursula Toscheff ', ' Tomi Kuusisto ']",Classic
408,12,Winterthur,Buenos-Aires-Madrigal,2013-01-26,"[' Susanna Moncayo ', ' Furio Zanasi ', ' conductor: Eduardo Egüez ']",Classic
409,13,Thun,Sinfoniekonzert,2013-01-26,"['Charlotte Dentan ', ' Antonios Stoitsoglou ', ' Uwe Schönbeck ']",Classic
410,14,Zürich,Tangoorchester-Las-Mafaldas,2013-01-26,"[' Nina Baredi ', ' Verena Pavoni ', ' Susanne Bretscher ', ' Christine Meier ', ' Annetta Debrunner ', ' Regula Gutierrez ', ' Monika Hächler ', ' Caroline Fahrni ']",
411,15,Basel,Ladies'-Night,2013-01-26,"['Geneviève Strosser ', ' Françoise Rivalland ', ' María Cecilia Muñoz ']",Classic
412,16,Liestal,Winterkonzert,2013-01-26,[' Sumina Studer '],Classic
413,17,Zug,XL-Target,2013-01-26,"[' Joseph Bowie ', ' KJ Christy Doran ', ' Dave Doran ']",
414,18,Zürich,Mutiny-on-the-Bounty,2013-01-26,['Mutiny on the Bounty '],
415,19,Basel,Hildegard-lernt-fliegen,2013-01-26,"['Andreas Schaerer ', ' Benedikt Reising ', ' Matthias Wenger ', ' Andreas Tschopp ', ' Marco Müller ', ' Christoph Steiner ']",
416,20,Baden,Boogie-Connection,2013-01-26,"['Boogie Connection ', ' Thomas Scheytt ', ' Christoph Pfaff ', ' Hiram Mutschler ']",
417,21,Zürich,Kara-Sylla-Ka,2013-01-26,"['Kara Sylla Ka ', ' Maciré Sylla ', ' Kara Sylla Ka ', ' Youssouf Diabate ', ' Franco Casagrande ', ' Koller ', ' Yves Marguet ', ' Bruno Duvall ']",
418,22,KiFF,Aarau,2013-01-26,['Huss & Hodn '],
419,23,Kaserne,Basel,2013-01-26,['Navel '],Navel
420,24,Lausanne,Kendrick-Lamar,2013-01-26,['Kendrick Lamar '],
421,25,null,Elina-Duni-Quartet,2013-01-26,"[' Elina Duni ', ' Colin Vallon ', ' Patrice Moret ', ' Norbert Pfammater ']",
422,26,Thun,Electric-Hellessence,2013-01-26,['Electric Hellessence '],
423,27,Zürich,Love-&-Girls,2013-01-26,['Love & Girls '],
424,28,Lyss,Viva-Punk,2013-01-26,"['Abbruch ', ' Missstand ']",
425,29,KiFF,Aarau,2013-01-26,['Hurricane Dean '],
426,30,-Halle-1019,Winterthur,2013-01-26,[' Marilia Vargas '],
427,31,Komplex-457,Zürich,2013-01-26,"['Foreign Beggars ', ' Bare Noize ']",
428,32,Lausanne,2ManyDJs,2013-01-26,['2ManyDJs '],Electronic
429,33,Zürich,Suomi-Disco-Vol.-8,2013-01-26,"['DJs Karpalo ', ' Kersantti Kankkunen ', ' Pikku E ']",
