,Unnamed: 0,location,event,date,artists,genre
15955,13,Baden,24-Pesos,2014-09-25,['24 Pesos '],
15956,14,Winterthur,Kaama,2014-09-25,"[' Katja Mair ', ' Christy Doran ', ' Hanspeter Pfammatter ', ' Andreas Schnellmann ', ' Marc Halbheer ']",
15957,15,Zürich,Robi-Weber-Quartet-feat.-John-Service,2014-09-25,"[' Robi Weber ', ' Kalli Gerhards ', ' Curt Treier ', ' John Service ']",
15958,16,Zürich,Blick-am-Abend-Shooting-Star-IV,2014-09-25,"['Raglans ', ' Ami Warning ', ' Stephen Kelly ', ' Rhos Horan ', "" Conn O'Ruanaidh "", "" Sean O'Brien ""]",Pop
15959,17,Basel,Johannes-Mössinger-NY-Quartet,2014-09-25,"[' Joel Frahm ', ' Johannes Mössinger ', ' Calvin Jones ', ' Karl Latham ']",
15960,18,Schaffhausen,Pippo-Pollina-&-Palermo-Acoustic-Trio,2014-09-25,"['Pippo Pollina & Palermo Acoustic Trio ', ' Pippo Pollina ', ' Roberto Petroli ', ' Max Kämmerling ']",Pop
15961,19,Zürich,Jay-Clayton-feat.-ZHdK-Vocalists,2014-09-25,"[' Jay Clayton ', ' Adrian Frey ', ' Patrick Sommer ', ' Tony Renold ']",
15962,20,Solothurn,Jason-Serious,2014-09-25,['Jason Serious '],
15963,21,Bern,The-White-Album,2014-09-25,"['The White Album ', ' Il Tempo Gigante ']",
15964,22,Zürich,Malky,2014-09-25,['Malky '],
15965,23,Basel,Louis-Barabbas-&-The-Bedlam-Six,2014-09-25,['Louis Barabbas & The Bedlam Six '],
15966,24,null,Eau-Rouge,2014-09-25,['Eau Rouge '],Electronic
15967,25,Zürich,Falcone-Jam,2014-09-25,"[' Silvan Petite ', ' Leon Duncan ', ' Dani Zihlmann ', ' Philipp Häfliger ', ' Mike Ryrie ']",Pop
15968,26,Frauenfeld,Klavierstunde,2014-09-25,['Michael Mocco Schenkel '],Classic
15969,27,Zürich,Fai-Baba,2014-09-25,['Fai Baba '],Pop
15970,0,Zürich,Monte-Carlo,2014-09-26,['Monte Carlo '],Pop
15971,1,Luzern,Piano-Entertainment,2014-09-26,['Christian Mettler '],Pop
15972,2,Basel,Orgelspiel-zum-Feierabend,2014-09-26,['Pascal Marsault '],Classic
15973,3,Zürich,City-Special-Naturklänge-traditionell-bis-jazzig,2014-09-26,"[' Franziska Wigger ', ' Hanspeter Wigger ', ' André Briel ']",
15974,4,Dietikon,Feierabendmusik,2014-09-26,"['Rita Share ', ' Jörg Frei ', ' Bernhard Hörler ']",
15975,5,Lyss,Carnage-Feast,2014-09-26,"['Grave ', ' Entombed A.D. ']",
15976,6,Liestal,Lucky-the-Girl,2014-09-26,[' Michèle Thommen '],Pop
15977,7,Wermatswil,Robi-Weber-Quartet-feat.-John-Service,2014-09-26,"[' Robi Weber ', ' Kalli Gerhards ', ' Curt Treier ', ' John Service ']",
15978,8,Baden,Symphoniekonzert-Pathétique,2014-09-26,[' Nicolas Altstaedt '],Classic
15979,9,Winterthur,Nordlichter,2014-09-26,"[' Roberto González Monjas ', ' Pär Näsbom ', ' Jürg Dähler ', ' Cäcilia Chmel ']",Classic
15980,10,Basel,Ensemble-Spektrum-Carpe-diem,2014-09-26,"[' Marisa Waldburger ', ' Micaela Grau ', ' Dominique Gisler ', ' Ursula Hächler ']",Classic
15981,11,Zürich,Konzert,2014-09-26,[' Patricia Kopatchinskaja '],Classic
15982,12,null,Harfe-Violine-Visuelles,2014-09-26,"[' Corinne Kappeler ', ' Daniel Treyer ']",Classic
15983,13,Zürich,Öffentliches-Konzert-in-der-Mühlehalde,2014-09-26,"['Hiromi Gut ', ' Yanina de Pourtalès ']",Classic
15984,14,Luzern,World-Band-Festival-Gala-der-Volksmusik,2014-09-26,"[' Kurt Ott ', ' Markus Kühnis-Rivera ']",traditional
15985,15,Zürich,Chor-bewegt,2014-09-26,"[' Risch Biert ', ' Xaver Rüegg ', ' Rainer Fröhlich ']",Classic
15986,16,Zürich,Acoustic-Friday,2014-09-26,"[' Yumi Jacqueline Ito ', ' Alessandra Pittini ']",
15987,17,Zürich,Oriental-&-Flamenco-Gypsy-Festival,2014-09-26,"['Romano Drom ', ' Juan De Gloria ']",
15988,18,Rheinfelden,Dutch-Swing-College-Band,2014-09-26,"['Dutch Swing College Band ', ' Bob Kaper ', ' Keesjan Hoogeboom ', ' Maurits Woudenberg ']",
15989,19,Rheinfelden,Lamento-e-furore,2014-09-26,"[' Nuria Rial ', ' Naoki Kitaya ']",Classic
15990,20,Zürich,Kammerchor-Kaluga,2014-09-26,['Kammerchor Kaluga '],traditional
15991,21,Basel,Konstantin-Wecker,2014-09-26,['Konstantin Wecker '],Pop
15992,22,Zürich,Kollegah,2014-09-26,['Kollegah '],
15993,23,Liestal,Die-Weber,2014-09-26,['Stummfilm '],Classic
15994,24,Basel,Duo-Polar,2014-09-26,"[' Adrian Schaublin ', ' Felix Handschin ']",Electronic
15995,25,Winterthur,Musica-aperta-Unerwarteter-Verlauf,2014-09-26,"['Kornelia Bruggmann ', ' Egidius Streiff ', ' Max E. Keller ']",Classic
15996,26,Zürich,Linard-Bardill-&-Tubeschlagbänd,2014-09-26,"[' Gian Lorenz ', ' Tino Lorenz ', ' Michi Gertschen ', ' Peter Finc ', ' Linard Bardill ']",Pop
15997,27,null,Hardcore-Gas-Tour,2014-09-26,"['47 Million Dollars ', ' Don Gatto ']",
15998,28,Elgg,Herbstkonzert,2014-09-26,"[' Cécile Grüebler ', ' Anne Hinrichsen ']",Classic
15999,29,Bülach,Plenty-Rhythm-Plenty-Swing,2014-09-26,"[' Evan Christopher ', ' Denny Ilett jr. ', ' Dave Kelbie ', ' Sebastien Giradot ']",
16000,30,Zürich,Eichenberger-Widmer-Zimmerlin,2014-09-26,"[' Markus Eichenberger ', ' Jacques Widmer ', ' Alfred Zimmerlin ']",
16001,31,Aarau,Zodiac,2014-09-26,['Zodiac '],
16002,32,Zürich,Serenade,2014-09-26,"['Katja Bertschinger-Köppel ', ' Beat Schuler ']",Pop
16003,33,null,Adrift,2014-09-26,['Adrift '],
16004,34,Feuerthalen,Stephanie-Urbina-Jones,2014-09-26,['Stephanie Urbina Jones '],
16005,35,Zürich,Songs-from-Utopia,2014-09-26,"[' Rebekka Zarkava ', ' Jura Dolezal ']",
16006,36,Zürich,James-Gruntz,2014-09-26,"['James Gruntz ', ' James Gruntz ', ' Michel Spahr ', ' Roland Wäspe ', ' Severin Graf ', ' Maxime Paratte ']",Pop
16007,37,Basel,Stewart-Marshall-Quintet,2014-09-26,"[' Grant Stewart ', ' John Marshall ', ' Leo Lindberg ', ' Kenji Rabson ', ' Phil Stewart ']",
16008,38,Romanshorn,Sika-Lobi,2014-09-26,"[' Nathalie Maerten ', ' Tobias Degen ', ' Sandro Heule ', ' Florian Schneider ']",
16009,39,null,Richard-Galliano,2014-09-26,['Richard Galliano '],
16010,40,Grenchen,Bluez-Ballz-feat.-Roger-T.,2014-09-26,"[' Jan Bukacek ', ' Thomas L.C.Elsasser ', ' Roger T. ']",
16011,41,Zürich,This-Will-Destroy-You,2014-09-26,"['This Will Destroy You ', ' Support: Lymbyc Systym ']",
16012,42,Luzern,Tang,2014-09-26,['Tang '],
16013,43,Baden,Pasión-de-Buena-Vista,2014-09-26,['Pasión de Buena Vista '],
16014,44,Winterthur,Yob,2014-09-26,"['Yob ', ' Pallbearer ']",
16015,45,Schaffhausen,7th-Scottish-Folk-Night,2014-09-26,"['Breabach ', ' Maeve McKinnon Band ']",
16016,46,Kirchberg,Dynamite,2014-09-26,['Dynamite '],
16017,47,Luzern,Positive-Mind,2014-09-26,['Positive Mind '],
16018,48,Zürich,Tall-Tall-Trees,2014-09-26,['Tall Tall Trees '],
16019,49,null,Blandine-Robin,2014-09-26,['Blandine Robin '],Pop
16020,50,Basel,Götz-Widmann,2014-09-26,"['Götz Widmann ', ' Falk ']",Pop
16021,51,Bern,Motherkissers,2014-09-26,['Motherkissers '],
16022,52,Lausanne,Carl-Craig,2014-09-26,['DJs Carl Craig '],Electronic
16023,53,Bern,Doctor-Dru,2014-09-26,"['Doctor Dru ', ' Monte ']",Electronic
16024,0,Basel,Orgelmusik-über-Mittag,2014-09-27,['Andreas Liebig '],Classic
16025,1,Winterthur,Drum-Festival-Switzerland,2014-09-27,"['George Kollias ', ' Thomas Lang ', ' Gergo Borlai ', ' Florian Alexandru-Zorn ', ' Mylious Johnson ', ' Claus Hessler ']",
16026,2,Lyss,Carnage-Feast,2014-09-27,"['Bolt Thrower ', ' Morgoth ']",
16027,3,Zürich,Bruder-Klaus,2014-09-27,"['Arlette Meier ', ' Felix Gubser ']",Classic
16028,4,Zürich,Monte-Carlo,2014-09-27,['Monte Carlo '],Pop
16029,5,null,Schwanengesang,2014-09-27,"['Nik Kevin Koch ', ' Wolfgang Fritzsche ']",Classic
16030,6,Luzern,Metal-Storm-Vol.-2,2014-09-27,['Wolfheart '],
16031,7,Luzern,Piano-Entertainment,2014-09-27,['Christian Mettler '],Pop
16032,8,Zürich,Bushido,2014-09-27,"['Bushido ', ' Shindy ']",
16033,9,Zürich,Pasta-Cowboys,2014-09-27,"[' Davide Mandato ', ' Daniel Zihlmann ', ' Chris Schelker ', ' Tommaso Tedesco ', ' Sabatino Romano ', ' Domenico Russo Antunez ']",
16034,10,Riehen,10-Jahre-Philharmonisches-Orchester-Riehen,2014-09-27,"[' Amélie Gehweiler ', ' Isabel Gehweiler ', ' Marret Popp ']",Classic
16035,11,null,Kammerchor-Kaluga,2014-09-27,['Kammerchor Kaluga '],
16036,12,null,Konzert,2014-09-27,['Marcel Schmid '],Classic
16037,13,Luzern,World-Band-Festival-Tattoo-on-Stage,2014-09-27,"['Orchester der Suworow Militärakademie Moskau ', ' Shanghai Jiangzhou Drum Company ', ' New Zealand Army Band ']",traditional
16038,14,Bern,Venezia-Musik-aus-San-Marco,2014-09-27,[' Adrien Pièce '],Classic
16039,15,Zürich,Messa-di-Gloria,2014-09-27,"[' Maria C. Schmid ', ' Tino Brütsch ', ' René Perler ']",Classic
16040,16,Solothurn,Spektrum-Akzente-Carpe-diem,2014-09-27,"[' Marisa Waldburger ', ' Micaela Grau ', ' Dominique Gisler ', ' Ursula Hächler ']",Classic
16041,17,Basel,Ech-Läbä-Noch,2014-09-27,"[' Barbara Böhi ', ' Barbara Schlatter-Wiederkehr ']",Classic
16042,18,Zürich,Turbostaat,2014-09-27,['Turbostaat '],
16043,19,Frauenfeld,Die-Amigos,2014-09-27,['Die Amigos '],traditional
16044,20,Rheinfelden,Rhythm-&-Romance,2014-09-27,[' Thomas Grossenbacher '],Classic
16045,21,null,Idle-Class,2014-09-27,"['Idle Class ', ' Signals Midwest ', ' Joe Mcmahon ', ' Resolution ']",
16046,22,Solothurn,Beatsteaks,2014-09-27,['Beatsteaks '],
16047,23,Basel,Herbst,2014-09-27,"[' Ann Allen ', ' Corina Marti ', ' Caroline Ritchie ']",Classic
16048,24,null,Wovenhand,2014-09-27,['Wovenhand '],
16049,25,Liestal,Die-Weber,2014-09-27,['Stummfilm '],Classic
16050,26,Lenzburg,Mustache-Rocktoberfest,2014-09-27,"['Hackensaw Boys ', ' The Aroostercrats ']",
16051,27,Basel,Giocoso,2014-09-27,[' Manuel Leuenberger '],Classic
16052,28,Zürich,Oriental-&-Flamenco-Gypsy-Festival,2014-09-27,"['Romano Drom ', ' Juan De Gloria ']",
16053,29,Pratteln,Ken-Hensley,2014-09-27,['Ken Hensley '],
16054,30,Schaffhausen,Dutch-Swing-College-Band,2014-09-27,"[' Bob Kaper ', ' Keesjan Hoogeboom ', ' Maurits Woudenberg ', ' David Lukács ', ' Ton van Bergeijk ', ' Adrie Braat ', ' Anton Burger ']",
16055,31,Zürich,UB40-(GB),2014-09-27,"['UB40 ', ' Duncan Campbell ', ' Robin Campbell ', ' Earl Falconer ', ' James Brown ', ' Brian Travers ', ' Norman Hassan ']",
16056,32,-KuZeB,null,2014-09-27,"[' Pestpocken ', ' Uprising Punx ', ' Waste of Ammo ']",
16057,33,Luzern,Les-Beignets,2014-09-27,['Les Beignets '],
16058,34,Zürich,Konzert,2014-09-27,"[' Tomás Gallart ', ' Eva Nievergelt ']",Classic
16059,35,Zug,Delilahs,2014-09-27,['Delilahs '],Pop
16060,36,null,All-Faces-Down,2014-09-27,['All Faces Down '],
16061,37,Zug,Scottish-Colours,2014-09-27,"['Breabach ', ' Maeve MacKinnon Band ']",
16062,38,Basel,Stewart-Marshall-Quintet,2014-09-27,"[' Grant Stewart ', ' John Marshall ', ' Leo Lindberg ', ' Kenji Rabson ', ' Phil Stewart ']",
16063,39,Winterthur,Hellroom-Projectors,2014-09-27,"['Hellroom Projectors ', ' Trecker ']",
16064,40,Ballwil,Channelsix,2014-09-27,['Channelsix '],Pop
16065,41,Herzogenbuchsee,Tall-Tall-Trees,2014-09-27,['Tall Tall Trees '],
16066,42,Luzern,Lord-Bishop-Rocks,2014-09-27,"['Lord Bishop Rocks ', "" Pimpin' Horus ""]",
16067,43,Luzern,Déesse,2014-09-27,['Déesse '],
16068,44,Lausanne,Emilie-Simon,2014-09-27,['Emilie Simon '],Pop
16069,45,Bern,Emptyset,2014-09-27,"['Emptyset ', ' Porter Ricks ']",Electronic
16070,46,null,Richard-Galliano,2014-09-27,['Richard Galliano '],
16071,47,Aarau,Sean-Price,2014-09-27,['Sean Price '],
16072,48,null,Yoanna,2014-09-27,['Yoanna '],Pop
16073,49,Zürich,Anna-&-Stoffner,2014-09-27,['Anna & Stoffner '],
16074,50,Basel,Noche-de-fiesta,2014-09-27,[' 21-22 Uhr Crashkurs con Yunaisy & Danger '],
16075,51,Basel,Cellophane-Suckers,2014-09-27,['Cellophane Suckers '],
16076,52,Bern,Pord,2014-09-27,['Pord '],
16077,53,Zürich,Una-noche-loca,2014-09-27,"[' Samuray Kuba ', ' Sean Lopez ', ' El Caobo ', ' Lil Cris ']",
16078,0,Zürich,175-Jahre-Kirche-Neumünster-1839-Nachklänge,2014-09-28,['Works by Peter Appenzeller '],Classic
16079,1,Luzern,World-Band-Festival-Tattoo-on-Stage,2014-09-28,"['Orchester der Suworow Militärakademie Moskau ', ' Shanghai Jiangzhou Drum Company ', ' New Zealand Army Band ']",traditional
16080,2,Zürich,Monte-Carlo,2014-09-28,['Monte Carlo '],Pop
16081,3,Dielsdorf,Souljazz,2014-09-28,"[' Tatjana Bucher ', ' Daniel Notter ', ' Hannes Hänggli ']",
16082,4,Schupfart,Schupfart-Festival,2014-09-28,[' Jürgen Drews '],traditional
16083,5,Zürich,Ein-Feuerwerk-für-Trompeten-und-Posaunen,2014-09-28,"['Philippe Litzler ', ' Heinz Saurer ', ' Paulo Muñoz-Toledo ', ' Seth Quistad ', ' Bill Thomas ']",Classic
16084,6,Liestal,Thomas-Achermann,2014-09-28,"['Thomas Achermann ', ' Andi Seidt ', ' Martin Zangerl ']",Pop
16085,7,Zürich,Monte-Carlo,2014-09-28,['Monte Carlo '],Pop
16086,8,Luzern,World-Band-Festival-Tattoo-on-Stage,2014-09-28,"['Orchester der Suworow Militärakademie Moskau ', ' Shanghai Jiangzhou Drum Company ', ' New Zealand Army Band ']",traditional
16087,9,Luzern,World-Band-Festival-Praise-Jerusalem,2014-09-28,[' Raphael Christen '],Classic
16088,10,Luzern,Bach-Ensemble,2014-09-28,"[' Anna Katharina Künzi ', ' Simon Witzig ']",Classic
16089,11,Zürich,Rhythm-&-Romance,2014-09-28,[' Tomas Grossenbacher '],Classic
16090,12,null,Heimathome-Fest,2014-09-28,"[' Dead Side ', ' Worn-Out ']",
16091,13,Appenzell,Volkhorn-Volkslieder-aus-dem-Herzen-Europas,2014-09-28,[' Renato Kaiser '],Classic
16092,14,Zürich,Benefizkonzert-für-das-Albert-Schweitzer-Spital-Haiti,2014-09-28,[' Christiane Engel '],Classic
16093,15,Zürich,Giocoso,2014-09-28,[' Manuel Leuenberger '],Classic
16094,16,Hochdorf,Die-Amigos,2014-09-28,['Die Amigos '],traditional
16095,17,Basel,10-Jahre-Philharmonisches-Orchester-Riehen,2014-09-28,"[' Amélie Gehweiler ', ' Isabel Gehweiler ', ' Marret Popp ']",Classic
16096,18,Uster,Konzert,2014-09-28,"[' Sandro Müller ', ' Barbara Müller ']",Classic
16097,19,Basel,Venezia-Musik-aus-San-Marco,2014-09-28,[' Adrien Pièce '],Classic
16098,20,Zürich,Messa-di-Gloria,2014-09-28,"[' Maria C. Schmid ', ' Tino Brütsch ', ' René Perler ']",Classic
16099,21,Dübendorf,Italienischer-Apéro,2014-09-28,"['Res Kielholz ', ' Andreas Pantli ']",Classic
16100,22,Frenkendorf,Barocknacht,2014-09-28,"['Regula Konrad ', ' Pamina Blum ', ' Eriko Wakita ']",Classic
16101,23,Zürich,Konzert,2014-09-28,"[' Maria C. Schmid ', ' Tino Brütsch ', ' René Perler ']",Classic
16102,24,Winterthur,Tänzerische-Serenade,2014-09-28,"[' Praxedis Hug-Rütti ', ' Praxedis Geneviève Hug ']",Classic
16103,25,Zürich,Saisoneröffnung,2014-09-28,"[' Daniel Hope ', ' Willi Zimmermann ']",Classic
16104,26,Basel,Oriental-&-Flamenco-Gypsy-Festival,2014-09-28,"['Romano Drom ', ' Juan De Gloria ']",
16105,27,Zürich,Yaron-Hermann-&-Adam-Baldych-Duo,2014-09-28,"['Yaron Hermann & Adam Baldych Duo ', ' Yaron Hermann ', ' Adam Baldych ']",
16106,28,Zürich,Klus-Classics,2014-09-28,"['Benjamin Forster ', ' Klaus Schwärzler ']",Classic
16107,29,Basel,Das-6.-goldene-Konzert,2014-09-28,"['Malcolm Bilson ', ' Zvi Meniker ', ' Ruth Holton ']",Classic
16108,30,Zürich,Franco-Battiato,2014-09-28,['Franco Battiato '],Pop
16109,31,Bern,Ustad-Shafqat-Ali-Khan,2014-09-28,['Ustad Shafqat Ali Khan '],
16110,32,Basel,Herbst,2014-09-28,"[' Ann Allen ', ' Corina Marti ', ' Caroline Ritchie ', ' works by Ann Allen ', ' Corina Marti ', ' Caroline Ritchie ']",Classic
16111,33,Rafz,Konzert,2014-09-28,"['Jakub Savytsky ', ' Anna Dzialak Savytsky ']",Classic
16112,34,Zürich,1.-Philharmonisches-Konzert,2014-09-28,[' Anna Stephány '],Classic
16113,35,Bern,Alana-Amram-&-The-Rough-Gems,2014-09-28,['Alana Amram & The Rough Gems '],Pop
16114,36,Zürich,Hackensaw-Boys,2014-09-28,['Hackensaw Boys '],
16115,37,Bern,Trentemøller,2014-09-28,['Trentemøller '],Electronic
16116,38,Bern,Leila-Martial-Baa-Box,2014-09-28,['Leila Martial Baa Box '],
16117,39,Zürich,Sylvan-Esso,2014-09-28,['Sylvan Esso '],Pop
16118,40,null,Salsa-Sunday,2014-09-28,[' live: Alexander Cachaca '],
16119,0,Frauenfeld,Spittin'-Horns,2014-09-29,"[' Barbara Wehrli Wutzl ', ' Christoph Grab ', ' Reto Suhner ', ' Thomi Geiger ']",
16120,1,Visp,Kammerchor-Kaluga,2014-09-29,['Kammerchor Kaluga '],
16121,2,Zürich,Liederabend,2014-09-29,"['Sen Guo ', ' See Siang Wong ']",Classic
16122,3,Zürich,Hausmusik-im-Metronom,2014-09-29,"[' Philipp Zrotz ', ' Marc Jenny ', ' Emanuel Künzi ']",
16123,4,Chur,Abonnementskonzert,2014-09-29,"[' Seraina Pfenninger ', ' Anne Battegay ', ' Esther Fritzsche ', ' Seraphina Rufer ']",Classic
16124,5,Zürich,Jan-Delay-&-Disko-No.-1,2014-09-29,['Jan Delay & Disko No. 1 '],
16125,6,Zürich,Happy-Monday,2014-09-29,"['Ernst Who & Robi What feat. Esther Miller ', ' Esther Miller ', ' Ernst Wirz ', ' Chris Muzik ', ' Robi Weber ', ' Kalli Gerhards ', ' Curt Treier ']",
16126,7,Basel,Da-Capo,2014-09-29,"['Meike Hartmann ', ' Aidan Ferguson ', ' Kang Wang ', ' Zachary Altman ']",Classic
16127,8,Baden,Agora-Ensemble,2014-09-29,"[' Andreas Lareida ', ' Roman Tulei ', ' Samuel Jungen ', ' Claudia Marino ', ' Raphael Heggendorn ', ' Christoph Utzinger ', ' Manuel Pasquinelli ']",
16128,9,Basel,Jazzkollektiv,2014-09-29,"['Thomas Moeckel ', ' Walter Jauslin ', ' Dominik Schürmann ']",
16129,10,Zürich,Nomfusi,2014-09-29,"['Nomfusi ', ' Nomfusi ', ' Velile Mchunu ', ' Mark Williams ', ' Sebastian Gieck ', ' Jonny Amoako ', ' Kiani Stix ']",Pop
16130,11,Winterthur,Daniel-Sage,2014-09-29,['Daniel Sage '],
16131,12,Zürich,Black-Earth-Band,2014-09-29,"[' Robert Chonia ', ' Ringo ', ' Danny Quao ', ' Officer Torro ', ' Othello Pacheco ', ' McSandy Abankwa ']",Pop
16132,13,Frauenfeld,Klaus-König-Trio,2014-09-29,"[' Klaus Koenig ', ' Patrick Sommer ', ' Andi Wettstein ']",
16133,14,Lausanne,Yob,2014-09-29,"['Yob ', ' Pallbearer ']",
16134,0,Luzern,Piano-Entertainment,2014-09-30,['Daniel Roos '],
16135,1,Frauenfeld,Munich-Saxophone-Family,2014-09-30,"['Munich Saxophone Family ', ' Evan Tate ', ' Jürgen Seefelder ', ' Roman Schwaller ', ' Thomas Zoller ']",
16136,2,Bern,The-Led-Farmers-(IRL),2014-09-30,['The Led Farmers '],
16137,3,Zürich,The-Jazz-Quartet,2014-09-30,"['Florian Egli ', ' Dave Gisler ', ' Raphael Walser ', ' Dave Meier ']",
16138,4,null,Gregor-Huebner-Trio-feat.-Paolo-Fresu,2014-09-30,"[' Paolo Fresu ', ' Gregor Hübner ', ' Veit Hübner ', ' Patrick Manzecchi ']",
16139,5,Zürich,Karma-To-Burn,2014-09-30,['Karma To Burn '],
16140,6,Basel,Christian-Muthspiel-4-feat.-Steve-Swallow,2014-09-30,"[' Christian Muthspiel ', ' Matthieu Michel ', ' Franck Tortiller ', ' Steve Swallow ']",
16141,7,Luzern,Students'-Concert,2014-09-30,"[' Claudia Döffinger ', ' Fabian Rosenzweig ', ' Beat Rüegsegger ', ' Flavio Viazzoli ']",
16142,8,Lausanne,Bombino,2014-09-30,['Bombino '],
16143,9,Frauenfeld,Klaus-König-Trio,2014-09-30,"[' Klaus Koenig ', ' Patrick Sommer ', ' Andi Wettstein ']",
16144,10,Basel,Wolvserpent,2014-09-30,['Wolvserpent '],
16145,0,Winterthur,Öffentliche-Generalprobe,2014-10-01,[' Anna Vinnitskaya '],Classic
16146,1,Basel,Mimiko-Orgelkonzert,2014-10-01,['Yulia Draginda '],Classic
16147,2,Basel,Trio-Jazz,2014-10-01,"[' Johannes Walter ', ' Gabriel Walter ', ' André Buser ']",
16148,3,Frauenfeld,Saxofour,2014-10-01,['Saxofour '],
16149,4,Basel,Duo-Stellamar,2014-10-01,"[' Basso Salerno ', ' Marcel Wyss ']",
16150,5,Luzern,Finntroll,2014-10-01,['Finntroll '],
16151,6,Basel,COOP-Sinfoniekonzerte,2014-10-01,[' Marc Lachat '],Classic
16152,7,Winterthur,Jean-Sibelius-1,2014-10-01,[' Anna Vinnitskaya '],Classic
16153,8,Zug,Keynote-Jazz,2014-10-01,"[' Martina Linn ', ' Christian Winiker ', ' Andi Schnellmann ', ' Iwan Steiner ']",
16154,9,Zürich,Joe-Bonamassa,2014-10-01,"['Joe Bonamassa ', ' Joe Bonamassa ', ' Gerry O Connor ', ' Mats Wester ', ' Lenny Castro ', ' Derek Sherinian ']",
16155,10,Zürich,Falcons,2014-10-01,['Falcons '],Electronic
16156,11,Zürich,Kerretta,2014-10-01,['Kerretta '],
16157,12,Zürich,Developing-Good-Habits,2014-10-01,"['Vertigo Trombone Quartett ', ' Nils Wogram ', ' Andreas Tschopp ', ' Bernhard Bamert ', ' Jan Schreiner ']",
16158,13,Zürich,Jazzbaragge-Wednesday-Jam,2014-10-01,"['Dave Gisler ', ' Raphael Walser ', ' Rico Baumann ']",
16159,14,Bern,FM-Belfast,2014-10-01,['FM Belfast '],
16160,15,Winterthur,Sean-Price,2014-10-01,['Sean Price '],
16161,16,Zürich,Die-Liga-der-gewöhnlichen-Gentlemen,2014-10-01,['Die Liga der gewöhnlichen Gentlemen '],Pop
16162,17,Basel,Thea-Hjelmeland,2014-10-01,['Thea Hjelmeland '],Pop
16163,18,Zürich,Billy-Cobham,2014-10-01,"['Billy Cobham Band ', ' Billy Cobham ', ' Steve Hamilton ', ' Jean-Marie Ecay ', ' Camelia Ben Naceur ', ' Michael Mondesir ', ' Junior Gill ']",Pop
16164,19,Basel,Christian-Muthspiel-4-feat.-Steve-Swallow,2014-10-01,"[' Christian Muthspiel ', ' Matthieu Michel ', ' Franck Tortiller ', ' Steve Swallow ']",
16165,20,Frauenfeld,Klaus-König-Trio,2014-10-01,"[' Klaus Koenig ', ' Patrick Sommer ', ' Andi Wettstein ']",
16166,21,Lausanne,Eaux,2014-10-01,"['Darkness Falls ', ' Eaux ']",Electronic
16167,22,Kriens,Bombino,2014-10-01,['Bombino '],
16168,0,Dübendorf,30-Jahre-Jazz-in-Dübendorf,2014-10-02,"[' Elisabeth Lipiec ', ' Mathias Siegrist ', ' Andres Käch ', ' Michael Ochsner ', ' Phillip Scholl ']",Pop
16169,1,Liestal,Pink-Pedrazzi,2014-10-02,['Pink Pedrazzi '],Pop
16170,2,Zürich,Die-Happy,2014-10-02,"['Die Happy ', ' Nick & June ']",
16171,3,Winterthur,Jean-Sibelius-1,2014-10-02,[' Anna Vinnitskaya '],Classic
16172,4,Basel,Volkssinfoniekonzerte,2014-10-02,[' Marc Lachat '],Classic
16173,5,Luzern,Radio-Pilatus-Music-Night,2014-10-02,['Sunrise Avenue '],Pop
16174,6,Zürich,Konzert,2014-10-02,"[' Markus Brönnimann ', ' Barbara Tillmann ', ' Ulrike Jacoby ', ' Muriel Schweizer ', ' Anita Jehli ']",Classic
16175,7,Zürich,Darkness-Falls,2014-10-02,"['Darkness Falls ', ' Eaux ']",Electronic
16176,8,Zürich,Watsky,2014-10-02,"['Watsky ', ' The LaFontaines ']",
16177,9,null,Planningtorock,2014-10-02,['Planningtorock '],
16178,10,Zürich,Juan-Carlos-Zeta,2014-10-02,"['Juan Carlos Zeta ', ' Rocco Wäger ']",
16179,11,Zürich,Vogel-Simoni-Andermatt,2014-10-02,"[' Magda Vogel ', ' Cristina de Simoni ', ' Heini Andermatt ']",
16180,12,Bern,Eddie-Martin,2014-10-02,['Eddie Martin '],
16181,13,Luzern,Greg-Burk,2014-10-02,['Greg Burk '],
16182,14,null,Joe-Bonamassa,2014-10-02,['Joe Bonamassa '],
16183,15,Zürich,Spezial-Tango-Konzert,2014-10-02,"['Agri-Cuacci-Bergallo ', ' Pablo Agri ', ' Juan Cuacci ', ' Gabriela Bergallo ']",
16184,16,Zürich,Niamh-Ni-Charra,2014-10-02,['Niamh Ni Charra '],
16185,17,null,Billy-Cobham,2014-10-02,"[' Billy Cobham ', ' Christophe Cravero ', ' Jean-Marie Ecay ', ' Camelia Ben Naceur ', ' Michael Mondesir ']",
16186,18,Zürich,Keltikon,2014-10-02,"[' Olaf Ohl ', ' Iain Duncan ', ' Ädu Studer ', ' Rino Bollin ', ' Felix Waldispühl ', ' Patrick Feuz ']",
16187,19,Winterthur,Kimm-Trio,2014-10-02,"[' Philipp ZRotz ', ' Marc Jenny ', ' Emanuel Künzi ']",
16188,20,Lausen,Harfe-Violine-Visuelles,2014-10-02,"[' Corinne Kappeler ', ' Daniel Treyer ']",Classic
16189,21,Zürich,Gesangsschüler-von-Fabian-Heynen,2014-10-02,"['Michael von Babo ', ' Bastian Migge ']",Pop
